Date,VRSN
2000-01-03,159.03228759765625
2000-01-04,157.56846618652344
2000-01-05,148.8901824951172
2000-01-06,129.75611877441406
2000-01-07,142.05471801757812
2000-01-10,152.0269317626953
2000-01-11,138.69581604003906
2000-01-12,134.186767578125
2000-01-13,147.21726989746094
2000-01-14,153.43844604492188
2000-01-18,164.67840576171875
2000-01-19,163.214599609375
2000-01-20,174.82049560546875
2000-01-21,173.9317626953125
2000-01-24,163.89422607421875
2000-01-25,164.67840576171875
2000-01-26,158.77088928222656
2000-01-27,146.3938446044922
2000-01-28,137.57183837890625
2000-01-31,134.98402404785156
2000-02-01,141.7279815673828
2000-02-02,146.43309020996094
2000-02-03,152.65426635742188
2000-02-04,158.0389862060547
2000-02-07,152.70654296875
2000-02-08,158.4571990966797
2000-02-09,162.9532012939453
2000-02-10,183.81246948242188
2000-02-11,174.82049560546875
2000-02-14,168.5470428466797
2000-02-15,182.76687622070312
2000-02-16,184.6358642578125
2000-02-17,186.54405212402344
2000-02-18,198.3459930419922
2000-02-22,187.0537567138672
2000-02-23,202.94651794433594
2000-02-24,210.1610107421875
2000-02-25,200.64627075195312
2000-02-28,205.82186889648438
2000-02-29,211.6248016357422
2000-03-01,210.0564422607422
2000-03-02,205.50820922851562
2000-03-03,207.86074829101562
2000-03-06,206.9720001220703
2000-03-07,167.2923583984375
2000-03-08,169.80172729492188
2000-03-09,201.37815856933594
2000-03-10,200.69851684570312
2000-03-13,189.98135375976562
2000-03-14,182.0349884033203
2000-03-15,162.9009246826172
2000-03-16,167.50144958496094
2000-03-17,169.06983947753906
2000-03-20,154.90225219726562
2000-03-21,148.95553588867188
2000-03-22,152.28831481933594
2000-03-23,146.79904174804688
2000-03-24,159.65960693359375
2000-03-27,158.30038452148438
2000-03-28,156.8365936279297
2000-03-29,141.57115173339844
2000-03-30,127.14218139648438
2000-03-31,125.0510482788086
2000-04-03,97.5523452758789
2000-04-04,100.37540435791016
2000-04-05,109.05370330810547
2000-04-06,129.87374877929688
2000-04-07,147.635498046875
2000-04-10,127.71725463867188
2000-04-11,122.75076293945312
2000-04-12,111.35395812988281
2000-04-13,95.93170166015625
2000-04-14,81.80335235595703
2000-04-17,92.63813018798828
2000-04-18,116.68640899658203
2000-04-19,109.51113891601562
2000-04-20,99.12071228027344
2000-04-24,83.12338256835938
2000-04-25,92.84724426269531
2000-04-26,89.52754974365234
2000-04-27,105.64250946044922
2000-04-28,116.58184814453125
2000-05-01,113.75879669189453
2000-05-02,105.8124008178711
2000-05-03,107.4722671508789
2000-05-04,108.58319854736328
2000-05-05,115.84994506835938
2000-05-08,110.4652328491211
2000-05-09,108.58319854736328
2000-05-10,101.21186828613281
2000-05-11,97.65689849853516
2000-05-12,98.07513427734375
2000-05-15,108.58319854736328
2000-05-16,116.73870086669922
2000-05-17,111.30168151855469
2000-05-18,109.15826416015625
2000-05-19,104.55770874023438
2000-05-22,98.59793090820312
2000-05-23,90.33786010742188
2000-05-24,98.12741088867188
2000-05-25,102.15289306640625
2000-05-26,101.09424591064453
2000-05-30,112.92234802246094
2000-05-31,113.23600769042969
2000-06-01,129.2855987548828
2000-06-02,152.54969787597656
2000-06-05,148.6287841796875
2000-06-06,143.0741729736328
2000-06-07,159.60733032226562
2000-06-08,164.2601776123047
2000-06-09,163.9464874267578
2000-06-12,144.6555938720703
2000-06-13,139.74139404296875
2000-06-14,138.9571990966797
2000-06-15,144.23736572265625
2000-06-16,137.65023803710938
2000-06-19,145.1260986328125
2000-06-20,146.90357971191406
2000-06-21,140.4210205078125
2000-06-22,134.67034912109375
2000-06-23,124.84191131591797
2000-06-26,135.45452880859375
2000-06-27,131.272216796875
2000-06-28,143.6623077392578
2000-06-29,146.851318359375
2000-06-30,147.635498046875
2000-07-03,153.3861541748047
2000-07-05,139.2708740234375
2000-07-06,146.79904174804688
2000-07-07,144.60330200195312
2000-07-10,144.6555938720703
2000-07-11,138.85264587402344
2000-07-12,148.6287841796875
2000-07-13,161.33255004882812
2000-07-14,160.6006317138672
2000-07-17,156.47059631347656
2000-07-18,149.83120727539062
2000-07-19,143.87142944335938
2000-07-20,156.0001220703125
2000-07-21,150.92906188964844
2000-07-24,154.43174743652344
2000-07-25,152.13148498535156
2000-07-26,149.88348388671875
2000-07-27,146.90357971191406
2000-07-28,134.4612274169922
2000-07-31,132.73602294921875
2000-08-01,126.51483917236328
2000-08-02,119.97998046875
2000-08-03,135.66363525390625
2000-08-04,135.55906677246094
2000-08-07,129.07652282714844
2000-08-08,123.79632568359375
2000-08-09,121.91429901123047
2000-08-10,119.1957778930664
2000-08-11,117.36602783203125
2000-08-14,122.95986938476562
2000-08-15,128.97195434570312
2000-08-16,129.75611877441406
2000-08-17,131.53358459472656
2000-08-18,133.624755859375
2000-08-21,136.0818634033203
2000-08-22,139.00949096679688
2000-08-23,145.64889526367188
2000-08-24,149.25613403320312
2000-08-25,147.5309295654297
2000-08-28,151.7132568359375
2000-08-29,156.8365936279297
2000-08-30,162.06446838378906
2000-08-31,166.35133361816406
2000-09-01,155.5296173095703
2000-09-05,151.6609649658203
2000-09-06,142.3553466796875
2000-09-07,149.46524047851562
2000-09-08,143.766845703125
2000-09-11,143.6623077392578
2000-09-12,139.0748291015625
2000-09-13,144.70785522460938
2000-09-14,146.9558563232422
2000-09-15,151.03363037109375
2000-09-18,150.4454803466797
2000-09-19,157.41162109375
2000-09-20,162.27357482910156
2000-09-21,159.9210205078125
2000-09-22,163.00547790527344
2000-09-25,160.7574920654297
2000-09-26,156.05239868164062
2000-09-27,162.6395263671875
2000-09-28,174.2977294921875
2000-09-29,169.43577575683594
2000-10-02,160.49609375
2000-10-03,150.5631103515625
2000-10-04,153.5430145263672
2000-10-05,161.69851684570312
2000-10-06,157.30709838867188
2000-10-09,156.1569366455078
2000-10-10,148.3673858642578
2000-10-11,131.8472900390625
2000-10-12,123.37810516357422
2000-10-13,135.50680541992188
2000-10-16,138.12075805664062
2000-10-17,132.47462463378906
2000-10-18,128.39688110351562
2000-10-19,139.5714569091797
2000-10-20,148.3151092529297
2000-10-23,147.74005126953125
2000-10-24,140.78695678710938
2000-10-25,123.32581329345703
2000-10-26,119.0389633178711
2000-10-27,106.49203491210938
2000-10-30,97.81373596191406
2000-10-31,110.4129409790039
2000-11-01,106.49203491210938
2000-11-02,113.65423583984375
2000-11-03,119.09124755859375
2000-11-06,119.83621215820312
2000-11-07,116.8955307006836
2000-11-08,106.33519744873047
2000-11-09,102.93708038330078
2000-11-10,94.67700958251953
2000-11-13,90.9652099609375
2000-11-14,99.59121704101562
2000-11-15,100.32313537597656
2000-11-16,98.65020751953125
2000-11-17,95.14750671386719
2000-11-20,87.51480865478516
2000-11-21,78.6796875
2000-11-22,71.15152740478516
2000-11-24,78.00006103515625
2000-11-27,72.92900848388672
2000-11-28,68.66828155517578
2000-11-29,67.54428100585938
2000-11-30,72.51078033447266
2000-12-01,70.99468994140625
2000-12-04,72.77216339111328
2000-12-05,84.79631042480469
2000-12-06,86.67835235595703
2000-12-07,85.63276672363281
2000-12-08,93.67063903808594
2000-12-11,97.02955627441406
2000-12-12,93.73599243164062
2000-12-13,85.319091796875
2000-12-14,79.82980346679688
2000-12-15,78.26144409179688
2000-12-18,72.30165100097656
2000-12-19,66.70782470703125
2000-12-20,57.55902099609375
2000-12-21,56.98394775390625
2000-12-22,67.28289031982422
2000-12-26,66.70782470703125
2000-12-27,68.0147933959961
2000-12-28,66.603271484375
2000-12-29,62.05501174926758
2001-01-02,51.703792572021484
2001-01-03,67.4266586303711
2001-01-04,64.30299377441406
2001-01-05,57.55902099609375
2001-01-08,55.78153991699219
2001-01-09,61.166259765625
2001-01-10,66.55098724365234
2001-01-11,73.13813018798828
2001-01-12,70.99468994140625
2001-01-16,65.55768585205078
2001-01-17,74.02686309814453
2001-01-18,76.9021987915039
2001-01-19,66.44642639160156
2001-01-22,65.03490447998047
2001-01-23,62.3163948059082
2001-01-24,68.17163848876953
2001-01-25,61.584503173828125
2001-01-26,63.780208587646484
2001-01-29,67.64884185791016
2001-01-30,65.08716583251953
2001-01-31,61.47993469238281
2001-02-01,62.734622955322266
2001-02-02,56.46117401123047
2001-02-05,58.60460662841797
2001-02-06,57.55902099609375
2001-02-07,53.847225189208984
2001-02-08,51.54695129394531
2001-02-09,50.13542556762695
2001-02-12,48.933006286621094
2001-02-13,48.41022491455078
2001-02-14,52.697086334228516
2001-02-15,53.52048110961914
2001-02-16,49.97859191894531
2001-02-20,47.103248596191406
2001-02-21,42.398155212402344
2001-02-22,40.254722595214844
2001-02-23,40.88206481933594
2001-02-26,44.593868255615234
2001-02-27,40.307003021240234
2001-02-28,39.888771057128906
2001-03-01,45.16893005371094
2001-03-02,42.29359436035156
2001-03-05,39.26142120361328
2001-03-06,40.7252311706543
2001-03-07,39.31370162963867
2001-03-08,37.32710266113281
2001-03-09,33.82442092895508
2001-03-12,30.89680290222168
2001-03-13,31.05364227294922
2001-03-14,31.785545349121094
2001-03-15,28.80565071105957
2001-03-16,28.387420654296875
2001-03-19,28.439699172973633
2001-03-20,26.557661056518555
2001-03-21,27.603235244750977
2001-03-22,29.276159286499023
2001-03-23,27.91691017150879
2001-03-26,29.48527717590332
2001-03-27,31.47187042236328
2001-03-28,27.655515670776367
2001-03-29,26.97589111328125
2001-03-30,29.642107009887695
2001-04-02,29.903507232666016
2001-04-03,23.420927047729492
2001-04-04,25.7211971282959
2001-04-05,28.491973876953125
2001-04-06,27.91691017150879
2001-04-09,28.105112075805664
2001-04-10,33.349727630615234
2001-04-11,36.653751373291016
2001-04-12,37.59895324707031
2001-04-16,35.348873138427734
2001-04-17,36.913055419921875
2001-04-18,39.673377990722656
2001-04-19,42.96067428588867
2001-04-20,42.592628479003906
2001-04-23,39.23005676269531
2001-04-24,35.07283401489258
2001-04-25,38.97911834716797
2001-04-26,38.661258697509766
2001-04-27,43.42072677612305
2001-04-30,42.89375686645508
2001-05-01,43.9560661315918
2001-05-02,49.68582534790039
2001-05-03,47.25172424316406
2001-05-04,47.7117805480957
2001-05-07,46.44036102294922
2001-05-08,48.723899841308594
2001-05-09,45.96357345581055
2001-05-10,44.658687591552734
2001-05-11,43.94770050048828
2001-05-14,42.96067428588867
2001-05-15,43.11124038696289
2001-05-16,46.398529052734375
2001-05-17,48.51477813720703
2001-05-18,50.80668640136719
2001-05-21,56.595001220703125
2001-05-22,55.214839935302734
2001-05-23,51.835533142089844
2001-05-24,54.32818603515625
2001-05-25,52.253761291503906
2001-05-29,48.556602478027344
2001-05-30,46.18104934692383
2001-05-31,47.26008987426758
2001-06-01,47.04261016845703
2001-06-04,45.419864654541016
2001-06-05,47.34373092651367
2001-06-06,45.24421310424805
2001-06-07,49.14212417602539
2001-06-08,46.557456970214844
2001-06-11,45.093650817871094
2001-06-12,48.472957611083984
2001-06-13,45.17729949951172
2001-06-14,41.90673065185547
2001-06-15,41.915096282958984
2001-06-18,42.20785903930664
2001-06-19,41.10372543334961
2001-06-20,47.142982482910156
2001-06-21,49.041751861572266
2001-06-22,48.958099365234375
2001-06-25,50.246253967285156
2001-06-26,47.41901397705078
2001-06-27,47.92089080810547
2001-06-28,47.15970993041992
2001-06-29,50.196067810058594
2001-07-02,50.605934143066406
2001-07-03,49.025028228759766
2001-07-05,45.26094436645508
2001-07-06,42.818477630615234
2001-07-09,42.910484313964844
2001-07-10,44.2906494140625
2001-07-11,42.032203674316406
2001-07-12,47.092796325683594
2001-07-13,45.5704345703125
2001-07-16,43.7469482421875
2001-07-17,46.74984359741211
2001-07-18,41.7143440246582
2001-07-19,38.09246826171875
2001-07-20,35.926029205322266
2001-07-23,35.884212493896484
2001-07-24,37.105445861816406
2001-07-25,39.51445388793945
2001-07-26,39.455894470214844
2001-07-27,45.2525749206543
2001-07-30,46.281429290771484
2001-07-31,45.679176330566406
2001-08-01,46.79167175292969
2001-08-02,46.8000373840332
2001-08-03,45.33622741699219
2001-08-06,44.53322219848633
2001-08-07,45.79627990722656
2001-08-08,43.395633697509766
2001-08-09,42.36678695678711
2001-08-10,41.27938461303711
2001-08-13,41.49686813354492
2001-08-14,40.96989822387695
2001-08-15,38.53579330444336
2001-08-16,39.85740661621094
2001-08-17,39.02094268798828
2001-08-20,37.2058219909668
2001-08-21,36.13515090942383
2001-08-22,36.86286163330078
2001-08-23,36.81267166137695
2001-08-24,39.32206344604492
2001-08-27,39.8908576965332
2001-08-28,37.33964920043945
2001-08-29,32.362701416015625
2001-08-30,33.240989685058594
2001-08-31,34.336753845214844
2001-09-04,32.153587341308594
2001-09-05,30.489030838012695
2001-09-06,28.573532104492188
2001-09-07,32.24559783935547
2001-09-10,33.525386810302734
2001-09-17,33.37482833862305
2001-09-18,33.72614288330078
2001-09-19,35.884212493896484
2001-09-20,33.45010757446289
2001-09-21,32.03648376464844
2001-09-24,33.341365814208984
2001-09-25,35.31541442871094
2001-09-26,31.743724822998047
2001-09-27,33.04860305786133
2001-09-28,35.04774475097656
2001-10-01,35.34050750732422
2001-10-02,35.49943542480469
2001-10-03,38.61943435668945
2001-10-04,39.54791259765625
2001-10-05,39.14640808105469
2001-10-08,39.982872009277344
2001-10-09,37.716060638427734
2001-10-10,39.0125732421875
2001-10-11,43.077781677246094
2001-10-12,41.05354690551758
2001-10-15,41.77289581298828
2001-10-16,41.62233352661133
2001-10-17,38.000457763671875
2001-10-18,39.673377990722656
2001-10-19,39.51445388793945
2001-10-22,39.539546966552734
2001-10-23,39.31370162963867
2001-10-24,41.363033294677734
2001-10-25,44.61687088012695
2001-10-26,35.81729507446289
2001-10-29,33.174068450927734
2001-10-30,33.38318634033203
2001-10-31,32.37942886352539
2001-11-01,30.898893356323242
2001-11-02,32.39616394042969
2001-11-05,33.63412094116211
2001-11-06,34.75498580932617
2001-11-07,34.905548095703125
2001-11-08,34.462223052978516
2001-11-09,35.82565689086914
2001-11-12,36.66211700439453
2001-11-13,38.50233459472656
2001-11-14,39.10458755493164
2001-11-15,37.356380462646484
2001-11-16,37.833168029785156
2001-11-19,38.89546585083008
2001-11-20,34.48731231689453
2001-11-21,32.76420211791992
2001-11-23,33.47520065307617
2001-11-26,33.47520065307617
2001-11-27,33.483558654785156
2001-11-28,32.87294387817383
2001-11-29,31.559703826904297
2001-11-30,31.25020980834961
2001-12-03,30.72323989868164
2001-12-04,31.434234619140625
2001-12-05,33.73450469970703
2001-12-06,35.909305572509766
2001-12-07,35.40742874145508
2001-12-10,34.85536193847656
2001-12-11,34.12763595581055
2001-12-12,35.75873947143555
2001-12-13,35.06447219848633
2001-12-14,34.28656768798828
2001-12-17,35.114662170410156
2001-12-18,35.8758430480957
2001-12-19,34.39530563354492
2001-12-20,31.7353572845459
2001-12-21,33.30790710449219
2001-12-24,32.136863708496094
2001-12-26,32.30414962768555
2001-12-27,32.54672622680664
2001-12-28,32.53835678100586
2001-12-31,31.819007873535156
2002-01-02,31.83573341369629
2002-01-03,31.233482360839844
2002-01-04,30.371929168701172
2002-01-07,28.48151969909668
2002-01-08,30.154441833496094
2002-01-09,29.16741943359375
2002-01-10,31.333852767944336
2002-01-11,30.28827667236328
2002-01-14,29.351438522338867
2002-01-15,29.853315353393555
2002-01-16,27.837444305419922
2002-01-17,29.48527717590332
2002-01-18,28.397878646850586
2002-01-22,28.59862518310547
2002-01-23,30.70650863647461
2002-01-24,30.32173728942871
2002-01-25,29.0001277923584
2002-01-28,27.845813751220703
2002-01-29,26.842056274414062
2002-01-30,26.566024780273438
2002-01-31,25.813207626342773
2002-02-01,25.930315017700195
2002-02-04,24.173744201660156
2002-02-05,22.124412536621094
2002-02-06,20.016529083251953
2002-02-07,20.158729553222656
2002-02-08,22.634653091430664
2002-02-11,21.480337142944336
2002-02-12,22.007307052612305
