Date,O
2000-06-19,2.7930383682250977
2000-06-20,2.7784512042999268
2000-06-21,2.7711598873138428
2000-06-22,2.873255968093872
2000-06-23,2.7711598873138428
2000-06-26,2.800330877304077
2000-06-27,2.7857449054718018
2000-06-28,2.800330877304077
2000-06-29,2.8585896492004395
2000-06-30,2.772243022918701
2000-07-03,2.7997992038726807
2000-07-05,2.873286724090576
2000-07-06,2.8585896492004395
2000-07-07,2.843888998031616
2000-07-10,2.8071489334106445
2000-07-11,2.8071489334106445
2000-07-12,2.8071489334106445
2000-07-13,2.8071489334106445
2000-07-14,2.843888998031616
2000-07-17,2.8071489334106445
2000-07-18,2.8218467235565186
2000-07-19,2.8365421295166016
2000-07-20,2.865938663482666
2000-07-21,2.8585896492004395
2000-07-24,2.8218467235565186
2000-07-25,2.8365421295166016
2000-07-26,2.873286724090576
2000-07-27,2.843888998031616
2000-07-28,2.8433549404144287
2000-07-31,2.8729748725891113
2000-08-01,2.865572452545166
2000-08-02,2.887789487838745
2000-08-03,2.895193099975586
2000-08-04,2.8729748725891113
2000-08-07,2.865572452545166
2000-08-08,2.865572452545166
2000-08-09,2.880383014678955
2000-08-10,2.8433549404144287
2000-08-11,2.850764751434326
2000-08-14,2.858168363571167
2000-08-15,2.850764751434326
2000-08-16,2.835954427719116
2000-08-17,2.828550338745117
2000-08-18,2.8137402534484863
2000-08-21,2.7248847484588623
2000-08-22,2.7693111896514893
2000-08-23,2.7026734352111816
2000-08-24,2.710076332092285
2000-08-25,2.7322893142700195
2000-08-28,2.7248847484588623
2000-08-29,2.710076332092285
2000-08-30,2.687147855758667
2000-08-31,2.702073335647583
2000-09-01,2.724468946456909
2000-09-05,2.7170023918151855
2000-09-06,2.754324436187744
2000-09-07,2.79164457321167
2000-09-08,2.7393956184387207
2000-09-11,2.702073335647583
2000-09-12,2.7170023918151855
2000-09-13,2.709540367126465
2000-09-14,2.7170023918151855
2000-09-15,2.702073335647583
2000-09-18,2.6647515296936035
2000-09-19,2.6722164154052734
2000-09-20,2.724468946456909
2000-09-21,2.7170023918151855
2000-09-22,2.724468946456909
2000-09-25,2.73193097114563
2000-09-26,2.7468602657318115
2000-09-27,2.79164457321167
2000-09-28,2.798748016357422
2000-09-29,2.806272029876709
2000-10-02,2.806272029876709
2000-10-03,2.798748016357422
2000-10-04,2.7837002277374268
2000-10-05,2.776177406311035
2000-10-06,2.7686538696289062
2000-10-09,2.753605842590332
2000-10-10,2.738558292388916
2000-10-11,2.746084690093994
2000-10-12,2.7235124111175537
2000-10-13,2.753605842590332
2000-10-16,2.7310378551483154
2000-10-17,2.738558292388916
2000-10-18,2.7310378551483154
2000-10-19,2.753605842590332
2000-10-20,2.7912261486053467
2000-10-23,2.7837002277374268
2000-10-24,2.806272029876709
2000-10-25,2.776177406311035
2000-10-26,2.7912261486053467
2000-10-27,2.798748016357422
2000-10-30,2.821073055267334
2000-10-31,2.7907402515411377
2000-11-01,2.821073055267334
2000-11-02,2.821073055267334
2000-11-03,2.821073055267334
2000-11-06,2.8438267707824707
2000-11-07,2.8514068126678467
2000-11-08,2.828657388687134
2000-11-09,2.866575241088867
2000-11-10,2.8438267707824707
2000-11-13,2.8514068126678467
2000-11-14,2.8741588592529297
2000-11-15,2.904491424560547
2000-11-16,2.896909713745117
2000-11-17,2.9120755195617676
2000-11-20,2.896909713745117
2000-11-21,2.9120755195617676
2000-11-22,2.8893253803253174
2000-11-24,2.919661283493042
2000-11-27,2.934828281402588
2000-11-28,2.9499945640563965
2000-11-29,2.957087278366089
2000-11-30,2.9341604709625244
2000-12-01,2.9800093173980713
2000-12-04,2.957087278366089
2000-12-05,2.9800093173980713
2000-12-06,2.9265215396881104
2000-12-07,2.9341604709625244
2000-12-08,3.0411360263824463
2000-12-11,3.0182108879089355
2000-12-12,3.010573387145996
2000-12-13,3.025852918624878
2000-12-14,3.0029311180114746
2000-12-15,2.9265215396881104
2000-12-18,3.010573387145996
2000-12-19,3.010573387145996
2000-12-20,2.9723691940307617
2000-12-21,3.0334954261779785
2000-12-22,3.025852918624878
2000-12-26,3.0411360263824463
2000-12-27,3.102266311645508
2000-12-28,3.140444755554199
2000-12-29,3.063471794128418
2001-01-02,3.009591579437256
2001-01-03,3.1096529960632324
2001-01-04,3.132746696472168
2001-01-05,3.0942606925964355
2001-01-08,3.1173510551452637
2001-01-09,3.132746696472168
2001-01-10,3.140444755554199
2001-01-11,3.1789283752441406
2001-01-12,3.1558351516723633
2001-01-16,3.2020225524902344
2001-01-17,3.1635332107543945
2001-01-18,3.209718704223633
2001-01-19,3.1943233013153076
2001-01-22,3.2174136638641357
2001-01-23,3.2174136638641357
2001-01-24,3.209718704223633
2001-01-25,3.2328078746795654
2001-01-26,3.209718704223633
2001-01-29,3.236502170562744
2001-01-30,3.2346417903900146
2001-01-31,3.2259604930877686
2001-02-01,3.243325710296631
2001-02-02,3.218519449234009
2001-02-05,3.2321598529815674
2001-02-06,3.2383623123168945
2001-02-07,3.310300350189209
2001-02-08,3.223480463027954
2001-02-09,3.1875128746032715
2001-02-12,3.237121820449829
2001-02-13,3.2284417152404785
2001-02-14,3.230921506881714
2001-02-15,3.243325710296631
2001-02-16,3.230921506881714
2001-02-20,3.1875128746032715
2001-02-21,3.1639485359191895
2001-02-22,3.1304571628570557
2001-02-23,3.098212957382202
2001-02-26,3.175107717514038
2001-02-27,3.1445019245147705
2001-02-28,3.1482491493225098
2001-03-01,3.151998281478882
2001-03-02,3.1919755935668945
2001-03-05,3.168236255645752
2001-03-06,3.21071720123291
2001-03-07,3.233203649520874
2001-03-08,3.22320818901062
2001-03-09,3.204468250274658
2001-03-12,3.173234462738037
2001-03-13,3.1857292652130127
2001-03-14,3.137007474899292
2001-03-15,3.142003297805786
2001-03-16,3.054551839828491
2001-03-19,3.073293447494507
2001-03-20,3.1107709407806396
2001-03-21,3.1669886112213135
2001-03-22,3.1757357120513916
2001-03-23,3.1544930934906006
2001-03-26,3.243198871612549
2001-03-27,3.279426097869873
2001-03-28,3.260685682296753
2001-03-29,3.2891225814819336
2001-03-30,3.3344216346740723
2001-04-02,3.3218367099761963
2001-04-03,3.307997703552246
2001-04-04,3.3407130241394043
2001-04-05,3.3658788204193115
2001-04-06,3.3470022678375244
2001-04-09,3.3532934188842773
2001-04-10,3.3822364807128906
2001-04-11,3.343228340148926
2001-04-12,3.359590530395508
2001-04-16,3.378462791442871
2001-04-17,3.397339344024658
2001-04-18,3.466540813446045
2001-04-19,3.479121685028076
2001-04-20,3.4539566040039062
2001-04-23,3.4778640270233154
2001-04-24,3.4917080402374268
2001-04-25,3.4917080402374268
2001-04-26,3.55210542678833
2001-04-27,3.5971922874450684
2001-04-30,3.623793601989746
2001-05-01,3.5211963653564453
2001-05-02,3.5211963653564453
2001-05-03,3.514864206314087
2001-05-04,3.4958648681640625
2001-05-07,3.514864206314087
2001-05-08,3.514864206314087
2001-05-09,3.5034666061401367
2001-05-10,3.502196788787842
2001-05-11,3.514864206314087
2001-05-14,3.502196788787842
2001-05-15,3.5034666061401367
2001-05-16,3.4819321632385254
2001-05-17,3.49079966545105
2001-05-18,3.4958648681640625
2001-05-21,3.514864206314087
2001-05-22,3.502196788787842
2001-05-23,3.4984006881713867
2001-05-24,3.512331962585449
2001-05-25,3.502196788787842
2001-05-29,3.484466552734375
2001-05-30,3.4367713928222656
2001-05-31,3.4176440238952637
2001-06-01,3.485234260559082
2001-06-04,3.4903340339660645
2001-06-05,3.510735273361206
2001-06-06,3.510735273361206
2001-06-07,3.5311388969421387
2001-06-08,3.52603816986084
2001-06-11,3.5298655033111572
2001-06-12,3.5451667308807373
2001-06-13,3.547717332839966
2001-06-14,3.5566444396972656
2001-06-15,3.55791974067688
2001-06-18,3.5898001194000244
2001-06-19,3.5324110984802246
2001-06-20,3.570672035217285
2001-06-21,3.6089284420013428
2001-06-22,3.6089284420013428
2001-06-25,3.6025514602661133
2001-06-26,3.640810012817383
2001-06-27,3.6395342350006104
2001-06-28,3.6585299968719482
2001-06-29,3.7946019172668457
2001-07-02,3.6816389560699463
2001-07-03,3.7008979320526123
2001-07-05,3.697044610977173
2001-07-06,3.7188682556152344
2001-07-09,3.6521146297454834
2001-07-10,3.6328606605529785
2001-07-11,3.6251564025878906
2001-07-12,3.645695209503174
2001-07-13,3.661100149154663
2001-07-16,3.680356979370117
2001-07-17,3.7124507427215576
2001-07-18,3.72271728515625
2001-07-19,3.741976499557495
2001-07-20,3.786905527114868
2001-07-23,3.72271728515625
2001-07-24,3.6675186157226562
2001-07-25,3.69576096534729
2001-07-26,3.736834764480591
2001-07-27,3.736834764480591
2001-07-30,3.746915578842163
2001-07-31,3.7042784690856934
2001-08-01,3.695237874984741
2001-08-02,3.6913578510284424
2001-08-03,3.682311534881592
2001-08-06,3.71461820602417
2001-08-07,3.746915578842163
2001-08-08,3.759840488433838
2001-08-09,3.7921369075775146
2001-08-10,3.7960126399993896
2001-08-13,3.7792177200317383
2001-08-14,3.788259744644165
2001-08-15,3.801182746887207
2001-08-16,3.7611262798309326
2001-08-17,3.7792177200317383
2001-08-20,3.7856781482696533
2001-08-21,3.7947206497192383
2001-08-22,3.811518907546997
2001-08-23,3.8244378566741943
2001-08-24,3.810227394104004
2001-08-27,3.807640790939331
2001-08-28,3.7856781482696533
2001-08-29,3.7675881385803223
2001-08-30,3.728314161300659
2001-08-31,3.73221755027771
2001-09-04,3.73221755027771
2001-09-05,3.738720178604126
2001-09-06,3.6997077465057373
2001-09-07,3.6606948375701904
2001-09-10,3.654191732406616
2001-09-17,3.58917236328125
2001-09-18,3.629486560821533
2001-09-19,3.5956735610961914
2001-09-20,3.5501596927642822
2001-09-21,3.47863507270813
2001-09-24,3.4851386547088623
2001-09-25,3.569664478302002
2001-09-26,3.6502866744995117
2001-09-27,3.736567974090576
2001-09-28,3.7967946529388428
2001-10-01,3.7640652656555176
2001-10-02,3.794175386428833
2001-10-03,3.7732291221618652
2001-10-04,3.790247678756714
2001-10-05,3.7967946529388428
2001-10-08,3.791560173034668
2001-10-09,3.7837023735046387
2001-10-10,3.84916353225708
2001-10-11,3.820364475250244
2001-10-12,3.829524517059326
2001-10-15,3.8805859088897705
2001-10-16,3.9080810546875
2001-10-17,3.894986629486084
2001-10-18,3.733954429626465
2001-10-19,3.7247865200042725
2001-10-22,3.69205379486084
2001-10-23,3.685508966445923
2001-10-24,3.685508966445923
2001-10-25,3.69205379486084
2001-10-26,3.7077651023864746
2001-10-29,3.7051498889923096
2001-10-30,3.7089688777923584
2001-10-31,3.769603729248047
2001-11-01,3.763009786605835
2001-11-02,3.7590579986572266
2001-11-05,3.763009786605835
2001-11-06,3.789372444152832
2001-11-07,3.7471888065338135
2001-11-08,3.7643299102783203
2001-11-09,3.763009786605835
2001-11-12,3.7761905193328857
2001-11-13,3.7761905193328857
2001-11-14,3.8157315254211426
2001-11-15,3.7761905193328857
2001-11-16,3.7827823162078857
2001-11-19,3.774871826171875
2001-11-20,3.7959601879119873
2001-11-21,3.8183703422546387
2001-11-23,3.8104593753814697
2001-11-26,3.8157315254211426
2001-11-27,3.8223204612731934
2001-11-28,3.828914165496826
2001-11-29,3.8473522663116455
2001-11-30,3.8407180309295654
2001-12-03,3.812861442565918
2001-12-04,3.8102073669433594
2001-12-05,3.807553768157959
2001-12-06,3.820819139480591
2001-12-07,3.842050075531006
2001-12-10,3.8473522663116455
2001-12-11,3.8340859413146973
2001-12-12,3.8274519443511963
2001-12-13,3.8274519443511963
2001-12-14,3.8460285663604736
2001-12-17,3.9070539474487305
2001-12-18,3.900419235229492
2001-12-19,3.8937878608703613
2001-12-20,3.861948013305664
2001-12-21,3.9163384437561035
2001-12-24,3.9441983699798584
2001-12-26,3.973386526107788
2001-12-27,3.9773643016815186
2001-12-28,3.969355344772339
2001-12-31,3.9252982139587402
2002-01-02,3.910609483718872
2002-01-03,3.945324420928955
2002-01-04,3.9653494358062744
2002-01-07,3.9506635665893555
2002-01-08,3.978703498840332
2002-01-09,3.978703498840332
2002-01-10,3.985377311706543
2002-01-11,3.9920547008514404
2002-01-14,4.072160720825195
2002-01-15,4.097529411315918
2002-01-16,4.068159103393555
2002-01-17,4.140253067016602
2002-01-18,4.1455888748168945
2002-01-22,4.212350845336914
2002-01-23,4.2256999015808105
2002-01-24,4.212350845336914
2002-01-25,4.158946514129639
2002-01-28,4.132242202758789
2002-01-29,4.138914585113525
2002-01-30,4.212802886962891
2002-01-31,4.157723903656006
2002-02-01,4.117421627044678
2002-02-04,4.177876949310303
2002-02-05,4.161757469177246
2002-02-06,4.161757469177246
2002-02-07,4.157723903656006
2002-02-08,4.249075889587402
2002-02-11,4.279972076416016
2002-02-12,4.284002304077148
2002-02-13,4.292063236236572
2002-02-14,4.232955455780029
2002-02-15,4.278628349304199
2002-02-19,4.255793571472168
2002-02-20,4.263850212097168
2002-02-21,4.2047438621521
2002-02-22,4.262508869171143
2002-02-25,4.278628349304199
2002-02-26,4.285343170166016
2002-02-27,4.275887489318848
2002-02-28,4.175880432128906
2002-03-01,4.2434515953063965
2002-03-04,4.316422939300537
2002-03-05,4.351562976837158
2002-03-06,4.338052272796631
2002-03-07,4.311020851135254
2002-03-08,4.331292629241943
2002-03-11,4.323185443878174
2002-03-12,4.317776203155518
2002-03-13,4.323185443878174
2002-03-14,4.317776203155518
2002-03-15,4.331292629241943
2002-03-18,4.385347843170166
2002-03-19,4.39210844039917
2002-03-20,4.351562976837158
2002-03-21,4.363722324371338
2002-03-22,4.396158695220947
2002-03-25,4.405622959136963
2002-03-26,4.446164131164551
2002-03-27,4.47892427444458
2002-03-28,4.512908458709717
2002-04-01,4.502028465270996
2002-04-02,4.512908458709717
2002-04-03,4.510185718536377
2002-04-04,4.512908458709717
2002-04-05,4.485719680786133
2002-04-08,4.518343925476074
2002-04-09,4.591747760772705
2002-04-10,4.637959957122803
2002-04-11,4.629804611206055
2002-04-12,4.710003852844238
2002-04-15,4.621647357940674
2002-04-16,4.591747760772705
2002-04-17,4.410956382751465
2002-04-18,4.489797115325928
2002-04-19,4.443581581115723
2002-04-22,4.447661399841309
2002-04-23,4.40416145324707
2002-04-24,4.405519962310791
2002-04-25,4.4911580085754395
2002-04-26,4.4666948318481445
2002-04-29,4.487334728240967
2002-04-30,4.614490509033203
2002-05-01,4.6213250160217285
2002-05-02,4.6828532218933105
2002-05-03,4.659609317779541
2002-05-06,4.615856170654297
2002-05-07,4.585776329040527
2002-05-08,4.546130180358887
2002-05-09,4.566636085510254
2002-05-10,4.518783092498779
2002-05-13,4.537923812866211
2002-05-14,4.573466777801514
2002-05-15,4.635000705718994
2002-05-16,4.587148189544678
2002-05-17,4.577573776245117
2002-05-20,4.587148189544678
2002-05-21,4.587148189544678
2002-05-22,4.5939812660217285
2002-05-23,4.654143810272217
2002-05-24,4.648667335510254
2002-05-28,4.689689636230469
2002-05-29,4.730710506439209
2002-05-30,4.754213809967041
2002-05-31,4.7157206535339355
2002-06-03,4.6951003074646
2002-06-04,4.7157206535339355
2002-06-05,4.70609712600708
2002-06-06,4.662101745605469
2002-06-07,4.642852306365967
2002-06-10,4.622230052947998
2002-06-11,4.674474239349365
2002-06-12,4.729470729827881
2002-06-13,4.6951003074646
2002-06-14,4.755589962005615
2002-06-17,4.803711414337158
2002-06-18,4.805089473724365
2002-06-19,4.777590751647949
2002-06-20,4.832581996917725
2002-06-21,4.910950660705566
2002-06-24,4.934319972991943
2002-06-25,4.926070213317871
2002-06-26,4.9838151931762695
2002-06-27,5.0519585609436035
2002-06-28,5.1030988693237305
2002-07-01,5.031222343444824
2002-07-02,4.931705474853516
2002-07-03,4.879177570343018
2002-07-05,4.927557945251465
2002-07-08,4.875033855438232
2002-07-09,4.912355422973633
2002-07-10,4.88886022567749
2002-07-11,4.7064056396484375
2002-07-12,4.641443729400635
2002-07-15,4.575098514556885
2002-07-16,4.67875862121582
2002-07-17,4.664942264556885
2002-07-18,4.616565227508545
2002-07-19,4.479723930358887
2002-07-22,4.436878204345703
2002-07-23,4.056769847869873
2002-07-24,4.091324806213379
2002-07-25,4.236456871032715
2002-07-26,4.55989408493042
2002-07-29,4.616565227508545
2002-07-30,4.629490375518799
2002-07-31,4.69900369644165
2002-08-01,4.664246559143066
2002-08-02,4.539126873016357
2002-08-05,4.476565837860107
2002-08-06,4.573878765106201
2002-08-07,4.671202659606934
2002-08-08,4.629490375518799
2002-08-09,4.636444568634033
2002-08-12,4.62254524230957
2002-08-13,4.536346912384033
2002-08-14,4.636444568634033
2002-08-15,4.636444568634033
2002-08-16,4.68510103225708
2002-08-19,4.6503448486328125
2002-08-20,4.615592002868652
2002-08-21,4.6781535148620605
2002-08-22,4.657297611236572
2002-08-23,4.644787311553955
2002-08-26,4.726804256439209
2002-08-27,4.664246559143066
2002-08-28,4.75461483001709
2002-08-29,4.753633499145508
2002-08-30,4.725674629211426
2002-09-03,4.669750213623047
2002-09-04,4.724277019500732
2002-09-05,4.662758827209473
2002-09-06,4.732662677764893
2002-09-09,4.696313381195068
2002-09-10,4.697713851928711
2002-09-11,4.704702377319336
2002-09-12,4.696313381195068
2002-09-13,4.760622978210449
2002-09-16,4.750837326049805
2002-09-17,4.711688995361328
2002-09-18,4.738254070281982
2002-09-19,4.685126304626465
2002-09-20,4.809563636779785
2002-09-23,4.74245023727417
2002-09-24,4.762023448944092
2002-09-25,4.780203819274902
2002-09-26,4.921411037445068
2002-09-27,4.807960033416748
2002-09-30,4.800930976867676
2002-10-01,4.81779670715332
2002-10-02,4.7714104652404785
2002-10-03,4.758754730224609
2002-10-04,4.680033206939697
2002-10-07,4.606926918029785
2002-10-08,4.598491191864014
2002-10-09,4.442445755004883
2002-10-10,4.463531494140625
2002-10-11,4.518360137939453
2002-10-14,4.450880527496338
2002-10-15,4.583027362823486
2002-10-16,4.512730121612549
2002-10-17,4.611144065856934
2002-10-18,4.688462734222412
2002-10-21,4.639260292053223
2002-10-22,4.590053081512451
2002-10-23,4.602710723876953
2002-10-24,4.6223931312561035
2002-10-25,4.702523231506348
2002-10-28,4.653315544128418
2002-10-29,4.688462734222412
2002-10-30,4.656364440917969
2002-10-31,4.729892730712891
2002-11-01,4.800599098205566
2002-11-04,4.783625602722168
2002-11-05,4.783625602722168
2002-11-06,4.821805953979492
2002-11-07,4.786457061767578
2002-11-08,4.840188026428223
2002-11-11,4.758176803588867
2002-11-12,4.848677158355713
2002-11-13,4.843019008636475
2002-11-14,4.9349260330200195
2002-11-15,4.929271697998047
2002-11-18,4.900994777679443
2002-11-19,4.90664529800415
2002-11-20,4.919370651245117
2002-11-21,4.916543960571289
2002-11-22,4.970279693603516
2002-11-25,4.977350234985352
2002-11-26,4.9391679763793945
2002-11-27,4.983677387237549
2002-11-29,4.969461441040039
2002-12-02,5.040552616119385
2002-12-03,4.969461441040039
2002-12-04,4.995050430297852
2002-12-05,4.995050430297852
2002-12-06,4.987941741943359
2002-12-09,5.061874866485596
2002-12-10,5.047662258148193
2002-12-11,5.104533672332764
2002-12-12,5.114489555358887
2002-12-13,5.061874866485596
2002-12-16,5.090318202972412
2002-12-17,5.088893413543701
2002-12-18,5.047662258148193
2002-12-19,5.003580093383789
2002-12-20,5.030599117279053
2002-12-23,5.107378959655762
2002-12-24,5.114489555358887
2002-12-26,5.096003532409668
2002-12-27,5.0974225997924805
2002-12-30,5.073836326599121
2002-12-31,5.003787040710449
2003-01-02,5.0438103675842285
2003-01-03,5.0895586013793945
2003-01-06,5.058109283447266
2003-01-07,4.925149440765381
2003-01-08,4.876541614532471
2003-01-09,4.890841007232666
2003-01-10,4.816497802734375
2003-01-13,4.767888069152832
2003-01-14,4.807921886444092
2003-01-15,4.762173175811768
2003-01-16,4.7650299072265625
2003-01-17,4.73500919342041
2003-01-21,4.743589401245117
2003-01-22,4.757885456085205
2003-01-23,4.7807536125183105
2003-01-24,4.73500919342041
2003-01-27,4.726430416107178
2003-01-28,4.759315013885498
2003-01-29,4.79362678527832
2003-01-30,4.763603687286377
2003-01-31,4.872174263000488
2003-02-03,4.820405006408691
2003-02-04,4.872174263000488
2003-02-05,4.847727298736572
2003-02-06,4.866420269012451
2003-02-07,4.790205001831055
2003-02-10,4.872174263000488
2003-02-11,4.8045878410339355
2003-02-12,4.790205001831055
2003-02-13,4.86067533493042
2003-02-14,4.836224555969238
2003-02-18,4.906689167022705
2003-02-19,4.908128261566162
2003-02-20,4.918193817138672
2003-02-21,4.981468677520752
2003-02-24,4.906689167022705
2003-02-25,4.990098476409912
2003-02-26,4.99153470993042
2003-02-27,5.018290042877197
2003-02-28,5.012503147125244
2003-03-03,5.039980411529541
2003-03-04,5.018290042877197
2003-03-05,5.068907260894775
2003-03-06,4.974903106689453
2003-03-07,4.998041152954102
2003-03-10,4.87800931930542
2003-03-11,4.904041290283203
2003-03-12,4.941642761230469
2003-03-13,5.021183490753174
2003-03-14,5.025519847869873
2003-03-17,5.131092071533203
2003-03-18,5.17737340927124
2003-03-19,5.206298351287842
2003-03-20,5.268478870391846
2003-03-21,5.3364481925964355
2003-03-24,5.227986812591553
2003-03-25,5.297404766082764
2003-03-26,5.278609275817871
2003-03-27,5.242451190948486
2003-03-28,5.199695587158203
2003-03-31,5.198245525360107
2003-04-01,5.339289665222168
2003-04-02,5.358193874359131
2003-04-03,5.343656063079834
2003-04-04,5.263676643371582
2003-04-07,5.372730731964111
2003-04-08,5.358193874359131
2003-04-09,5.38727331161499
2003-04-10,5.365456581115723
2003-04-11,5.336379528045654
2003-04-14,5.452705383300781
2003-04-15,5.438160419464111
2003-04-16,5.467246055603027
2003-04-17,5.512322902679443
2003-04-21,5.5181379318237305
2003-04-22,5.611202239990234
2003-04-23,5.5908403396606445
2003-04-24,5.4803314208984375
2003-04-25,5.48469352722168
2003-04-28,5.547218322753906
2003-04-29,5.5013251304626465
2003-04-30,5.495481967926025
2003-05-01,5.4048614501953125
2003-05-02,5.317168235778809
2003-05-05,5.317168235778809
2003-05-06,5.314245223999023
2003-05-07,5.334710597991943
2003-05-08,5.3785529136657715
2003-05-09,5.407787799835205
2003-05-12,5.4048614501953125
2003-05-13,5.428249359130859
2003-05-14,5.432629585266113
2003-05-15,5.480863094329834
2003-05-16,5.483787536621094
2003-05-19,5.463325500488281
2003-05-20,5.502791404724121
2003-05-21,5.567096710205078
2003-05-22,5.5685529708862305
2003-05-23,5.6007184982299805
2003-05-27,5.640179634094238
2003-05-28,5.627020835876465
2003-05-29,5.48981237411499
2003-05-30,5.530947685241699
2003-06-02,5.582361221313477
2003-06-03,5.647002220153809
2003-06-04,5.743955612182617
2003-06-05,5.666092872619629
2003-06-06,5.717513561248779
2003-06-09,5.647002220153809
2003-06-10,5.765992641448975
2003-06-11,5.7586445808410645
2003-06-12,5.691074848175049
2003-06-13,5.598520278930664
2003-06-16,5.710171699523926
2003-06-17,5.627899646759033
2003-06-18,5.591178894042969
2003-06-19,5.561793327331543
2003-06-20,5.533885955810547
2003-06-23,5.473653316497803
2003-06-24,5.510379791259766
2003-06-25,5.570606708526611
2003-06-26,5.729267597198486
2003-06-27,5.721441268920898
2003-06-30,5.622513294219971
2003-07-01,5.7081522941589355
2003-07-02,5.883856773376465
2003-07-03,5.903057098388672
2003-07-07,5.937005043029785
2003-07-08,6.013786315917969
2003-07-09,5.950296878814697
2003-07-10,5.873523235321045
2003-07-11,5.938488483428955
2003-07-14,6.0167365074157715
2003-07-15,5.982781887054443
2003-07-16,5.950296878814697
2003-07-17,5.885331630706787
2003-07-18,5.891236305236816
2003-07-21,5.89567232131958
2003-07-22,5.959161758422852
2003-07-23,5.917813777923584
2003-07-24,5.985735893249512
2003-07-25,5.976877212524414
2003-07-28,5.910433292388916
2003-07-29,5.960638999938965
2003-07-30,6.0536651611328125
2003-07-31,5.883035182952881
2003-08-01,5.801426410675049
2003-08-04,5.70350456237793
2003-08-05,5.749497890472412
2003-08-06,5.7509765625
2003-08-07,5.79549503326416
2003-08-08,5.783622741699219
2003-08-11,5.794012069702148
2003-08-12,5.764337539672852
2003-08-13,5.779171466827393
2003-08-14,5.765818119049072
2003-08-15,5.756913185119629
2003-08-18,5.786594867706299
2003-08-19,5.845940113067627
