Date,FE
2001-01-29,9.208741188049316
2001-01-30,9.182610511779785
2001-01-31,9.097675323486328
2001-02-01,9.130343437194824
2001-02-02,9.07807445526123
2001-02-05,9.205561637878418
2001-02-06,9.066487312316895
2001-02-07,9.039993286132812
2001-02-08,9.27178955078125
2001-02-09,9.27178955078125
2001-02-12,9.304903030395508
2001-02-13,9.258543014526367
2001-02-14,9.248607635498047
2001-02-15,9.172450065612793
2001-02-16,9.27178955078125
2001-02-20,9.208878517150879
2001-02-21,9.281723022460938
2001-02-22,9.275104522705078
2001-02-23,9.096287727355957
2001-02-26,9.215497016906738
2001-02-27,9.265164375305176
2001-02-28,9.328086853027344
2001-03-01,9.261857032775879
2001-03-02,9.22212028503418
2001-03-05,9.26848030090332
2001-03-06,9.182379722595215
2001-03-07,9.288345336914062
2001-03-08,9.321457862854004
2001-03-09,9.255233764648438
2001-03-12,9.205561637878418
2001-03-13,9.145959854125977
2001-03-14,8.930715560913086
2001-03-15,9.076424598693848
2001-03-16,8.980392456054688
2001-03-19,8.894296646118164
2001-03-20,8.854557037353516
2001-03-21,8.861184120178223
2001-03-22,8.573091506958008
2001-03-23,8.609519958496094
2001-03-26,8.937342643737793
2001-03-27,9.023433685302734
2001-03-28,9.00356674194336
2001-03-29,9.109537124633789
2001-03-30,9.245299339294434
2001-04-02,9.27178955078125
2001-04-03,9.26848030090332
2001-04-04,9.205561637878418
2001-04-05,9.27178955078125
2001-04-06,9.073108673095703
2001-04-09,9.22212028503418
2001-04-10,9.437357902526855
2001-04-11,9.235363960266113
2001-04-12,9.26848030090332
2001-04-16,9.424112319946289
2001-04-17,9.536698341369629
2001-04-18,9.39761734008789
2001-04-19,9.447297096252441
2001-04-20,9.294971466064453
2001-04-23,9.47378158569336
2001-04-24,9.74531364440918
2001-04-25,9.785053253173828
2001-04-26,9.771801948547363
2001-04-27,9.937373161315918
2001-04-30,10.03339958190918
2001-05-01,9.98372745513916
2001-05-02,9.934061050415039
2001-05-03,9.878737449645996
2001-05-04,10.046394348144531
2001-05-07,9.992743492126465
2001-05-08,9.85190486907959
2001-05-09,9.81166934967041
2001-05-10,9.82843017578125
2001-05-11,9.96591567993164
2001-05-14,10.04304313659668
2001-05-15,9.942444801330566
2001-05-16,9.98939037322998
2001-05-17,9.905556678771973
2001-05-18,9.848553657531738
2001-05-21,9.858607292175293
2001-05-22,9.868673324584961
2001-05-23,10.016218185424805
2001-05-24,10.059810638427734
2001-05-25,10.143641471862793
2001-05-29,10.143641471862793
2001-05-30,10.19058609008789
2001-05-31,10.277771949768066
2001-06-01,10.318007469177246
2001-06-04,10.411903381347656
2001-06-05,10.314658164978027
2001-06-06,10.126872062683105
2001-06-07,9.80495548248291
2001-06-08,10.012861251831055
2001-06-11,10.261008262634277
2001-06-12,10.398488998413086
2001-06-13,10.398488998413086
2001-06-14,10.153700828552246
2001-06-15,10.334775924682617
2001-06-18,10.442083358764648
2001-06-19,10.609742164611816
2001-06-20,10.696931838989258
2001-06-21,10.596336364746094
2001-06-22,10.556096076965332
2001-06-25,10.364957809448242
2001-06-26,10.535970687866211
2001-06-27,10.643277168273926
2001-06-28,10.7740478515625
2001-06-29,10.784113883972168
2001-07-02,10.881359100341797
2001-07-03,10.98195743560791
2001-07-05,10.898125648498535
2001-07-06,10.864590644836426
2001-07-09,10.99537181854248
2001-07-10,10.898125648498535
2001-07-11,10.730461120605469
2001-07-12,10.613094329833984
2001-07-13,10.388429641723633
2001-07-16,10.445435523986816
2001-07-17,10.442083358764648
2001-07-18,10.455493927001953
2001-07-19,10.47896671295166
2001-07-20,10.45213794708252
2001-07-23,10.311307907104492
2001-07-24,10.126872062683105
2001-07-25,10.1134614944458
2001-07-26,10.160406112670898
2001-07-27,10.13357925415039
2001-07-30,10.197295188903809
2001-07-31,10.173819541931152
2001-08-01,10.277771949768066
2001-08-02,10.287832260131836
2001-08-03,10.341483116149902
2001-08-06,10.079933166503906
2001-08-07,10.254801750183105
2001-08-08,10.105395317077637
2001-08-09,10.169913291931152
2001-08-10,10.329508781433105
2001-08-13,10.21745491027832
2001-08-14,10.200472831726074
2001-08-15,10.142749786376953
2001-08-16,10.220845222473145
2001-08-17,10.237818717956543
2001-08-20,10.427979469299316
2001-08-21,10.363463401794434
2001-08-22,10.356672286987305
2001-08-23,10.390630722045898
2001-08-24,10.438165664672852
2001-08-27,10.69624137878418
2001-08-28,10.899971008300781
2001-08-29,10.98486042022705
2001-08-30,11.093522071838379
2001-08-31,11.168229103088379
2001-09-04,11.253117561340332
2001-09-05,11.212371826171875
2001-09-06,11.225953102111816
2001-09-07,11.256515502929688
2001-09-10,11.141060829162598
2001-09-17,11.032402038574219
2001-09-18,10.967887878417969
2001-09-19,11.290467262268066
2001-09-20,11.697945594787598
2001-09-21,11.392340660095215
2001-09-24,11.375365257263184
2001-09-25,11.562118530273438
2001-09-26,11.528165817260742
2001-09-27,11.752276420593262
2001-09-28,12.207290649414062
2001-10-01,12.09522819519043
2001-10-02,12.360088348388672
2001-10-03,12.523086547851562
2001-10-04,12.461960792541504
2001-10-05,12.461960792541504
2001-10-08,12.285385131835938
2001-10-09,12.006954193115234
2001-10-10,11.952618598937988
2001-10-11,11.79981517791748
2001-10-12,11.735304832458496
2001-10-15,11.86772632598877
2001-10-16,12.098633766174316
2001-10-17,12.17673397064209
2001-10-18,12.057879447937012
2001-10-19,12.32274055480957
2001-10-22,12.380464553833008
2001-10-23,12.22426986694336
2001-10-24,12.088448524475098
2001-10-25,11.986577033996582
2001-10-26,11.79981517791748
2001-10-29,11.640219688415527
2001-10-30,11.545141220092773
2001-10-31,11.701346397399902
2001-11-01,11.884706497192383
2001-11-02,11.949224472045898
2001-11-05,12.275200843811035
2001-11-06,12.129190444946289
2001-11-07,11.813995361328125
2001-11-08,11.98179817199707
2001-11-09,12.092517852783203
2001-11-12,12.113276481628418
2001-11-13,12.14441204071045
2001-11-14,11.999099731445312
2001-11-15,11.988715171813965
2001-11-16,11.919520378112793
2001-11-19,11.7568941116333
2001-11-20,12.040616035461426
2001-11-21,11.929900169372559
2001-11-23,11.919520378112793
2001-11-26,11.929900169372559
2001-11-27,11.815719604492188
2001-11-28,11.604666709899902
2001-11-29,11.639266014099121
2001-11-30,11.687700271606445
2001-12-03,11.784587860107422
2001-12-04,12.14441204071045
2001-12-05,11.943737983703613
2001-12-06,11.725763320922852
2001-12-07,11.833023071289062
2001-12-10,11.80880069732666
2001-12-11,11.673869132995605
2001-12-12,11.653101921081543
2001-12-13,11.801877975463867
2001-12-14,11.857240676879883
2001-12-17,11.815719604492188
2001-12-18,11.902223587036133
2001-12-19,12.203239440917969
2001-12-20,12.11673355102539
2001-12-21,12.113276481628418
2001-12-24,12.092517852783203
2001-12-26,12.102897644042969
2001-12-27,12.061375617980957
2001-12-28,12.165177345275879
2001-12-31,12.102897644042969
2002-01-02,12.151335716247559
2002-01-03,12.10981559753418
2002-01-04,12.016393661499023
2002-01-07,12.089059829711914
2002-01-08,11.884917259216309
2002-01-09,11.995637893676758
2002-01-10,11.916058540344238
2002-01-11,11.974879264831543
2002-01-14,12.07522201538086
2002-01-15,12.179020881652832
2002-01-16,12.192855834960938
2002-01-17,12.36585521697998
2002-01-18,12.473109245300293
2002-01-22,12.466192245483398
2002-01-23,12.576909065246582
2002-01-24,12.563072204589844
2002-01-25,12.53884506225586
2002-01-28,12.614967346191406
2002-01-29,12.563072204589844
2002-01-30,12.455812454223633
2002-01-31,12.871007919311523
2002-02-01,13.147799491882324
2002-02-04,13.251601219177246
2002-02-05,13.347697257995605
2002-02-06,13.35118579864502
2002-02-07,13.501432418823242
2002-02-08,13.260335922241211
2002-02-11,12.914412498474121
2002-02-12,12.893454551696777
2002-02-13,13.09960651397705
2002-02-14,13.096111297607422
2002-02-15,13.096111297607422
2002-02-19,12.945865631103516
2002-02-20,12.785130500793457
2002-02-21,12.540535926818848
2002-02-22,12.519572257995605
2002-02-25,12.596446990966797
2002-02-26,12.72922134399414
2002-02-27,12.896944046020508
2002-02-28,12.788619995117188
2002-03-01,12.928393363952637
2002-03-04,13.214909553527832
2002-03-05,13.277804374694824
2002-03-06,13.435041427612305
2002-03-07,13.417573928833008
2002-03-08,13.347697257995605
2002-03-11,13.504924774169922
2002-03-12,12.924899101257324
2002-03-13,12.65933895111084
2002-03-14,12.491618156433105
2002-03-15,12.456677436828613
2002-03-18,12.247027397155762
2002-03-19,11.268665313720703
2002-03-20,11.128898620605469
2002-03-21,11.778810501098633
2002-03-22,11.740376472473145
2002-03-25,11.750858306884766
2002-03-26,11.95002555847168
2002-03-27,11.970991134643555
2002-03-28,12.082798957824707
2002-04-01,12.002437591552734
2002-04-02,11.792786598205566
2002-04-03,11.88713264465332
2002-04-04,11.813756942749023
2002-04-05,11.60060977935791
2002-04-08,11.632061004638672
2002-04-09,11.65302562713623
2002-04-10,11.876651763916016
2002-04-11,11.446869850158691
2002-04-12,11.54121208190918
2002-04-15,11.356019020080566
2002-04-16,11.527230262756348
2002-04-17,11.499285697937012
2002-04-18,11.321078300476074
2002-04-19,11.513254165649414
2002-04-22,11.478311538696289
2002-04-23,11.390962600708008
2002-04-24,11.65302562713623
2002-04-25,11.513254165649414
2002-04-26,11.53771686553955
2002-04-29,11.530732154846191
2002-04-30,11.635555267333984
2002-05-01,11.460850715637207
2002-05-02,11.551688194274902
2002-05-03,11.765511512756348
2002-05-06,11.857399940490723
2002-05-07,11.567596435546875
2002-05-08,11.486305236816406
2002-05-09,11.436826705932617
2002-05-10,11.344932556152344
2002-05-13,11.344932556152344
2002-05-14,11.574664115905762
2002-05-15,11.659486770629883
2002-05-16,11.57819652557373
2002-05-17,11.610007286071777
2002-05-20,11.68775463104248
2002-05-21,11.9528226852417
2002-05-22,12.126004219055176
2002-05-23,11.99877643585205
2002-05-24,12.19669246673584
2002-05-28,12.21082592010498
2002-05-29,12.203760147094727
2002-05-30,12.122472763061523
2002-05-31,12.19669246673584
2002-06-03,11.89981460571289
2002-06-04,12.044724464416504
2002-06-05,12.02350902557373
2002-06-06,11.804388999938965
2002-06-07,11.99877643585205
2002-06-10,12.027053833007812
2002-06-11,11.99877643585205
2002-06-12,11.928085327148438
2002-06-13,11.99877643585205
2002-06-14,11.910415649414062
2002-06-17,11.970497131347656
2002-06-18,12.140146255493164
2002-06-19,12.352202415466309
2002-06-20,12.030579566955566
2002-06-21,12.09066104888916
2002-06-24,11.938692092895508
2002-06-25,11.896282196044922
2002-06-26,11.71250057220459
2002-06-27,11.75137710571289
2002-06-28,11.797327041625977
2002-07-01,11.663021087646484
2002-07-02,11.362616539001465
2002-07-03,11.062199592590332
2002-07-05,10.97384262084961
2002-07-08,10.69816780090332
2002-07-09,10.585078239440918
2002-07-10,9.973649024963379
2002-07-11,10.235182762145996
2002-07-12,10.567410469055176
2002-07-15,10.864283561706543
2002-07-16,10.415433883666992
2002-07-17,10.266992568969727
2002-07-18,9.991321563720703
2002-07-19,9.648494720458984
2002-07-22,9.683839797973633
2002-07-23,8.853292465209961
2002-07-24,10.305867195129395
2002-07-25,10.461376190185547
2002-07-26,10.274062156677246
2002-07-29,9.72978687286377
2002-07-30,10.60274600982666
2002-07-31,10.867815971374512
2002-08-01,11.1364164352417
2002-08-02,11.118741989135742
2002-08-05,10.981038093566895
2002-08-06,11.53545093536377
2002-08-07,11.571220397949219
2002-08-08,11.657069206237793
2002-08-09,11.53545093536377
2002-08-12,11.70713996887207
2002-08-13,11.374494552612305
2002-08-14,11.62487506866455
2002-08-15,11.775107383728027
2002-08-16,11.803715705871582
2002-08-19,11.764376640319824
2002-08-20,11.875256538391113
2002-08-21,12.10775375366211
2002-08-22,12.358135223388672
2002-08-23,11.94679069519043
2002-08-26,12.286595344543457
2002-08-27,12.21506118774414
2002-08-28,12.401060104370117
2002-08-29,11.971837043762207
2002-08-30,11.803715705871582
2002-09-03,11.453187942504883
2002-09-04,11.256452560424805
2002-09-05,11.14199447631836
2002-09-06,11.184921264648438
2002-09-09,11.106226921081543
2002-09-10,10.981038093566895
2002-09-11,11.08834171295166
2002-09-12,10.762840270996094
2002-09-13,11.03111457824707
2002-09-16,10.941689491271973
2002-09-17,10.730652809143066
2002-09-18,10.902344703674316
2002-09-19,10.90949821472168
2002-09-20,10.89876937866211
2002-09-23,10.70561695098877
2002-09-24,10.372971534729004
2002-09-25,10.662691116333008
2002-09-26,10.91307258605957
2002-09-27,10.859421730041504
2002-09-30,10.666269302368164
2002-10-01,10.855844497680664
2002-10-02,10.930957794189453
2002-10-03,10.644806861877441
2002-10-04,10.591153144836426
2002-10-07,10.448079109191895
2002-10-08,10.04389476776123
2002-10-09,9.271288871765137
2002-10-10,10.340774536132812
2002-10-11,10.372971534729004
2002-10-14,10.544654846191406
2002-10-15,10.090391159057617
2002-10-16,9.407203674316406
2002-10-17,10.068928718566895
2002-10-18,10.176234245300293
2002-10-21,10.55896282196045
2002-10-22,10.38369369506836
2002-10-23,10.820074081420898
2002-10-24,10.902344703674316
2002-10-25,11.106226921081543
2002-10-28,11.249300956726074
2002-10-29,11.399530410766602
2002-10-30,11.560487747192383
2002-10-31,11.60699462890625
2002-11-01,11.496103286743164
2002-11-04,11.814446449279785
2002-11-05,11.903093338012695
2002-11-06,12.181673049926758
2002-11-07,11.834352493286133
2002-11-08,11.559386253356934
2002-11-11,11.425518989562988
2002-11-12,11.013069152832031
2002-11-13,11.175878524780273
2002-11-14,11.266328811645508
2002-11-15,11.47617244720459
2002-11-18,11.45808219909668
2002-11-19,11.35315990447998
2002-11-20,11.472550392150879
2002-11-21,11.450846672058105
2002-11-22,11.801790237426758
2002-11-25,11.693245887756348
2002-11-26,11.400195121765137
2002-11-27,11.414666175842285
2002-11-29,11.461699485778809
2002-12-02,11.389339447021484
2002-12-03,11.262711524963379
2002-12-04,10.8538818359375
2002-12-05,11.023926734924316
2002-12-06,11.175878524780273
2002-12-09,11.335070610046387
2002-12-10,11.432756423950195
2002-12-11,11.635359764099121
2002-12-12,11.505115509033203
2002-12-13,11.577474594116211
2002-12-16,11.852439880371094
2002-12-17,11.903093338012695
2002-12-18,11.848816871643066
2002-12-19,11.866910934448242
2002-12-20,11.924799919128418
2002-12-23,11.939262390136719
2002-12-24,11.975452423095703
2002-12-26,11.964598655700684
2002-12-27,11.942891120910645
2002-12-30,11.939262390136719
2002-12-31,11.92841911315918
2003-01-02,11.939262390136719
2003-01-03,12.022480010986328
2003-01-06,12.626681327819824
2003-01-07,12.25041389465332
2003-01-08,12.25041389465332
2003-01-09,12.174437522888184
2003-01-10,12.11292839050293
2003-01-13,12.029723167419434
2003-01-14,12.141875267028809
2003-01-15,11.997153282165527
2003-01-16,11.848816871643066
2003-01-17,11.577474594116211
2003-01-21,11.25185489654541
2003-01-22,11.309746742248535
2003-01-23,11.487028121948242
2003-01-24,11.367631912231445
2003-01-27,11.045632362365723
2003-01-28,11.28442096710205
2003-01-29,11.367631912231445
2003-01-30,11.20120620727539
2003-01-31,11.288034439086914
2003-02-03,11.262711524963379
2003-02-04,11.219295501708984
2003-02-05,11.136893272399902
2003-02-06,11.147879600524902
2003-02-07,10.741372108459473
2003-02-10,10.840250968933105
2003-02-11,10.474029541015625
2003-02-12,10.126114845275879
2003-02-13,10.690098762512207
2003-02-14,10.708414077758789
2003-02-18,10.840250968933105
2003-02-19,10.840250968933105
2003-02-20,11.056328773498535
2003-02-21,11.114921569824219
2003-02-24,10.836589813232422
2003-02-25,10.770670890808105
2003-02-26,10.528963088989258
2003-02-27,10.737711906433105
2003-02-28,10.803628921508789
2003-03-03,10.785318374633789
2003-03-04,10.68277645111084
2003-03-05,10.935471534729004
2003-03-06,10.994068145751953
2003-03-07,10.803628921508789
2003-03-10,10.767007827758789
2003-03-11,10.638829231262207
2003-03-12,10.712076187133789
2003-03-13,10.873213768005371
2003-03-14,10.876877784729004
2003-03-17,11.096614837646484
2003-03-18,11.341984748840332
2003-03-19,11.371278762817383
2003-03-20,11.334657669067383
2003-03-21,11.631300926208496
2003-03-24,11.283381462097168
2003-03-25,11.470160484313965
2003-03-26,11.334657669067383
2003-03-27,11.473821640014648
2003-03-28,11.510443687438965
2003-03-31,11.5360746383667
2003-04-01,11.719193458557129
2003-04-02,11.634961128234863
2003-04-03,11.682571411132812
2003-04-04,11.715531349182129
2003-04-07,11.495796203613281
2003-04-08,11.459174156188965
2003-04-09,11.433537483215332
2003-04-10,11.3676176071167
2003-04-11,11.228446006774902
2003-04-14,11.631300926208496
2003-04-15,11.821736335754395
2003-04-16,11.810746192932129
2003-04-17,11.774126052856445
2003-04-21,11.792438507080078
2003-04-22,11.942593574523926
2003-04-23,11.993855476379395
2003-04-24,12.290499687194824
2003-04-25,12.173310279846191
2003-04-28,12.341773986816406
2003-04-29,12.378396034240723
2003-04-30,12.352765083312988
2003-05-01,12.371070861816406
2003-05-02,12.334447860717773
2003-05-05,12.343708038330078
2003-05-06,12.29185962677002
2003-05-07,12.236311912536621
2003-05-08,12.243712425231934
2003-05-09,12.280746459960938
2003-05-12,12.258530616760254
2003-05-13,12.288158416748047
2003-05-14,12.210386276245117
2003-05-15,12.351116180419922
2003-05-16,12.610357284545898
2003-05-19,12.517770767211914
2003-05-20,12.67702579498291
2003-05-21,12.717764854431152
2003-05-22,12.880715370178223
2003-05-23,13.31402587890625
2003-05-27,13.57326602935791
2003-05-28,13.57326602935791
2003-05-29,13.425131797790527
2003-05-30,13.632523536682129
2003-06-02,13.776952743530273
2003-06-03,13.728816986083984
2003-06-04,13.795475006103516
2003-06-05,13.702889442443848
2003-06-06,13.521414756774902
2003-06-09,13.595483779907227
2003-06-10,13.706583023071289
2003-06-11,13.954721450805664
2003-06-12,13.865839004516602
2003-06-13,13.795475006103516
2003-06-16,14.158416748046875
2003-06-17,13.93991470336914
2003-06-18,13.943613052368164
2003-06-19,14.147303581237793
2003-06-20,14.073232650756836
2003-06-23,14.073232650756836
2003-06-24,14.102861404418945
2003-06-25,13.999165534973145
2003-06-26,14.236186027526855
2003-06-27,13.85103702545166
2003-06-30,14.239896774291992
2003-07-01,14.236186027526855
2003-07-02,14.25840950012207
2003-07-03,14.221372604370117
2003-07-07,14.021387100219727
2003-07-08,13.791779518127441
2003-07-09,13.521414756774902
2003-07-10,13.284391403198242
2003-07-11,13.380682945251465
2003-07-14,13.406610488891602
2003-07-15,13.143664360046387
2003-07-16,12.925154685974121
2003-07-17,12.895527839660645
2003-07-18,12.965887069702148
2003-07-21,12.732575416564941
2003-07-22,12.784421920776367
2003-07-23,12.795525550842285
2003-07-24,12.8770112991333
2003-07-25,12.728867530822754
2003-07-28,12.777020454406738
2003-07-29,12.684430122375488
2003-07-30,12.795525550842285
2003-07-31,12.773311614990234
2003-08-01,12.69924259185791
2003-08-04,12.684430122375488
2003-08-05,11.731459617614746
2003-08-06,11.896219253540039
2003-08-07,11.742698669433594
2003-08-08,11.652824401855469
2003-08-11,11.62661361694336
2003-08-12,11.701507568359375
2003-08-13,11.664056777954102
2003-08-14,11.611632347106934
2003-08-15,11.461859703063965
2003-08-18,10.390932083129883
2003-08-19,10.46957015991211
2003-08-20,10.930137634277344
2003-08-21,10.769128799438477
2003-08-22,10.596879959106445
2003-08-25,10.686747550964355
2003-08-26,10.930137634277344
2003-08-27,10.948862075805664
2003-08-28,10.952610969543457
2003-08-29,10.95634937286377
2003-09-02,11.27088451385498
2003-09-03,11.368243217468262
2003-09-04,11.398198127746582
2003-09-05,11.327054023742676
2003-09-08,11.458112716674805
2003-09-09,11.697760581970215
2003-09-10,11.918682098388672
2003-09-11,11.645334243774414
2003-09-12,11.91119384765625
2003-09-15,11.89996337890625
2003-09-16,11.806346893310547
2003-09-17,11.660313606262207
