Date,ADSK
2000-01-03,8.05290699005127
2000-01-04,7.6608171463012695
2000-01-05,7.178245544433594
2000-01-06,6.740915298461914
2000-01-07,7.540173530578613
2000-01-10,7.4640212059021
2000-01-11,7.267601013183594
2000-01-12,7.146725177764893
2000-01-13,7.071179389953613
2000-01-14,7.282710552215576
2000-01-18,7.0862884521484375
2000-01-19,7.297819137573242
2000-01-20,7.312928199768066
2000-01-21,7.433803558349609
2000-01-24,8.128832817077637
2000-01-25,7.9928507804870605
2000-01-26,7.811537265777588
2000-01-27,7.856865882873535
2000-01-28,7.4640212059021
2000-01-31,7.38847541809082
2000-02-01,7.66044282913208
2000-02-02,7.705771446228027
2000-02-03,7.9777421951293945
2000-02-04,7.902194499969482
2000-02-07,8.838974952697754
2000-02-08,9.549112319946289
2000-02-09,9.201601028442383
2000-02-10,9.216707229614258
2000-02-11,8.914518356323242
2000-02-14,8.990068435668945
2000-02-15,8.899412155151367
2000-02-16,9.005175590515137
2000-02-17,9.367801666259766
2000-02-18,9.201601028442383
2000-02-22,8.733207702636719
2000-02-23,9.307364463806152
2000-02-24,9.926848411560059
2000-02-25,11.603986740112305
2000-02-28,11.014721870422363
2000-02-29,10.803191184997559
2000-03-01,10.833410263061523
2000-03-02,10.621877670288086
2000-03-03,11.105378150939941
2000-03-06,11.377344131469727
2000-03-07,11.603986740112305
2000-03-08,11.603986740112305
2000-03-09,12.163030624389648
2000-03-10,13.266016006469727
2000-03-13,12.797626495361328
2000-03-14,12.752297401428223
2000-03-15,12.359455108642578
2000-03-16,12.314126014709473
2000-03-17,11.875954627990723
2000-03-20,11.845738410949707
2000-03-21,12.374565124511719
2000-03-22,12.132814407348633
2000-03-23,12.223468780517578
2000-03-24,12.027050018310547
2000-03-27,12.132814407348633
2000-03-28,11.815516471862793
2000-03-29,10.999611854553223
2000-03-30,10.727644920349121
2000-03-31,10.999611854553223
2000-04-03,10.636985778808594
2000-04-04,10.682317733764648
2000-04-05,10.969179153442383
2000-04-06,10.86327075958252
2000-04-07,11.165865898132324
2000-04-10,10.72710132598877
2000-04-11,10.363983154296875
2000-04-12,9.42592716217041
2000-04-13,9.441060066223145
2000-04-14,8.669432640075684
2000-04-17,9.062808990478516
2000-04-18,9.4864501953125
2000-04-19,9.62261962890625
2000-04-20,8.866122245788574
2000-04-24,8.820733070373535
2000-04-25,9.335148811340332
2000-04-26,8.80560302734375
2000-04-27,8.866122245788574
2000-04-28,9.289759635925293
2000-05-01,9.74365520477295
2000-05-02,9.456189155578613
2000-05-03,8.745081901550293
2000-05-04,9.062808990478516
2000-05-05,9.350279808044434
2000-05-08,8.88125228881836
2000-05-09,8.487874984741211
2000-05-10,8.049107551574707
2000-05-11,8.36683464050293
2000-05-12,8.533265113830566
2000-05-15,9.168720245361328
2000-05-16,9.683137893676758
2000-05-17,9.577226638793945
2000-05-18,9.350279808044434
2000-05-19,8.608912467956543
2000-05-22,8.850995063781738
2000-05-23,9.017419815063477
2000-05-24,8.714824676513672
2000-05-25,8.654304504394531
2000-05-26,8.578653335571289
2000-05-30,9.183850288391113
2000-05-31,9.002290725708008
2000-06-01,9.214110374450684
2000-06-02,9.97060489654541
2000-06-05,9.819306373596191
2000-06-06,9.637747764587402
2000-06-07,9.380538940429688
2000-06-08,8.987162590026855
2000-06-09,8.866122245788574
2000-06-12,8.669432640075684
2000-06-13,8.669432640075684
2000-06-14,8.340359687805176
2000-06-15,8.381967544555664
2000-06-16,8.381967544555664
2000-06-19,8.336576461791992
2000-06-20,8.714824676513672
2000-06-21,8.972030639648438
2000-06-22,8.593783378601074
2000-06-23,8.260926246643066
2000-06-26,8.775341987609863
2000-06-27,8.166364669799805
2000-06-28,8.639171600341797
2000-06-29,8.291187286376953
2000-06-30,8.397095680236816
2000-07-03,8.714824676513672
2000-07-05,8.108011245727539
2000-07-06,7.986769199371338
2000-07-07,8.04738998413086
2000-07-10,7.668511867523193
2000-07-11,6.0620646476745605
2000-07-12,5.8347368240356445
2000-07-13,5.713495254516602
2000-07-14,5.774115085601807
2000-07-17,5.8044257164001465
2000-07-18,5.592254161834717
2000-07-19,5.622564792633057
2000-07-20,5.68318510055542
2000-07-21,5.501321792602539
2000-07-24,5.2739949226379395
2000-07-25,5.09213399887085
2000-07-26,4.895116329193115
2000-07-27,4.849649906158447
2000-07-28,4.834495544433594
2000-07-31,5.2436842918396
2000-08-01,5.016357898712158
2000-08-02,5.198219299316406
2000-08-03,5.531633377075195
2000-08-04,5.516477108001709
2000-08-07,5.607409477233887
2000-08-08,5.743804931640625
2000-08-09,5.698339462280273
2000-08-10,5.789271354675293
2000-08-11,5.819581031799316
2000-08-14,6.001442909240723
2000-08-15,6.001442909240723
2000-08-16,6.046909332275391
2000-08-17,5.789271354675293
2000-08-18,5.819581031799316
2000-08-21,5.86504602432251
2000-08-22,6.016598701477051
2000-08-23,6.304547309875488
2000-08-24,6.304547309875488
