Date,BALL
2003-10-17,5.534848690032959
2003-10-20,5.532838344573975
2003-10-21,5.473484039306641
2003-10-22,5.393006801605225
2003-10-23,5.436263561248779
2003-10-24,5.441290378570557
2003-10-27,5.494607448577881
2003-10-28,5.667635440826416
2003-10-29,5.681717872619629
2003-10-30,5.787346363067627
2003-10-31,5.653552055358887
2003-11-03,5.65556526184082
2003-11-04,5.619349002838135
2003-11-05,5.661599159240723
2003-11-06,5.648524284362793
2003-11-07,5.613316059112549
2003-11-10,5.579109191894531
2003-11-11,5.614320278167725
2003-11-12,5.574079513549805
2003-11-13,5.552954196929932
2003-11-14,5.552954196929932
2003-11-17,5.531830787658691
2003-11-18,5.518752098083496
2003-11-19,5.490584850311279
2003-11-20,5.507686138153076
2003-11-21,5.512716770172119
2003-11-24,5.516739368438721
2003-11-25,5.614320278167725
2003-11-26,5.609275817871094
2003-11-28,5.643570423126221
2003-12-01,5.707119464874268
2003-12-02,5.680893421173096
2003-12-03,5.780755043029785
2003-12-04,5.93104362487793
2003-12-05,5.855393886566162
2003-12-08,5.93205451965332
2003-12-09,5.9078474044799805
2003-12-10,5.811011791229248
2003-12-11,5.8564043045043945
2003-12-12,5.820092678070068
2003-12-15,5.727291107177734
2003-12-16,5.790839672088623
2003-12-17,5.882627964019775
2003-12-18,5.899778842926025
2003-12-19,5.935080528259277
2003-12-22,6.001650810241699
2003-12-23,5.976438045501709
2003-12-24,5.944158554077148
2003-12-26,5.954246520996094
2003-12-29,5.924994945526123
2003-12-30,5.910871505737305
2003-12-31,6.008713722229004
2004-01-02,5.898769855499268
2004-01-05,5.951218605041504
2004-01-06,5.885654449462891
2004-01-07,5.850350856781006
2004-01-08,5.917932987213135
2004-01-09,5.814038276672363
2004-01-12,5.781761646270752
2004-01-13,5.767639636993408
2004-01-14,5.823115825653076
2004-01-15,5.800925254821777
2004-01-16,5.889691352844238
2004-01-20,5.902801990509033
2004-01-21,5.920958042144775
2004-01-22,5.93205451965332
2004-01-23,5.93205451965332
2004-01-26,5.954246520996094
2004-01-27,6.092433929443359
2004-01-28,6.031913757324219
2004-01-29,6.144886493682861
2004-01-30,6.3113203048706055
2004-02-02,6.467665672302246
2004-02-03,6.399075508117676
2004-02-04,6.43034029006958
2004-02-05,6.455559253692627
