Date,CSX
2000-01-03,1.0771220922470093
2000-01-04,1.0444822311401367
2000-01-05,1.0662422180175781
2000-01-06,1.114114761352539
2000-01-07,1.114114761352539
2000-01-10,1.114114761352539
2000-01-11,1.114114761352539
2000-01-12,1.1184661388397217
2000-01-13,1.133698582649231
2000-01-14,1.1228188276290894
2000-01-18,1.1054103374481201
2000-01-19,1.1054103374481201
2000-01-20,1.0553627014160156
2000-01-21,1.068418025970459
2000-01-24,1.0640665292739868
2000-01-25,1.0466583967208862
2000-01-26,1.042305588722229
2000-01-27,1.0575385093688965
2000-01-28,1.014017939567566
2000-01-31,1.0183703899383545
2000-02-01,1.0074903964996338
2000-02-02,0.9835535883903503
2000-02-03,0.970497727394104
2000-02-04,0.9639699459075928
2000-02-07,0.9095701575279236
2000-02-08,0.8616978526115417
2000-02-09,0.8704020977020264
2000-02-10,0.8007701635360718
2000-02-11,0.7528975605964661
2000-02-14,0.7616017460823059
2000-02-15,0.7659533619880676
2000-02-16,0.7637775540351868
2000-02-17,0.7833616733551025
2000-02-18,0.7594258785247803
2000-02-22,0.7811859846115112
2000-02-23,0.7542787790298462
2000-02-24,0.765306293964386
2000-02-25,0.7498683929443359
2000-02-28,0.767511785030365
2000-02-29,0.7829501628875732
2000-03-01,0.7939777970314026
2000-03-02,0.7763335704803467
2000-03-03,0.807210385799408
2000-03-06,0.7873610854148865
2000-03-07,0.7498683929443359
2000-03-08,0.8027997612953186
2000-03-09,0.7807449698448181
2000-03-10,0.7851560115814209
2000-03-13,0.7719228267669678
2000-03-14,0.7608956694602966
2000-03-15,0.8248547315597534
2000-03-16,0.8623483180999756
2000-03-17,0.8932248950004578
2000-03-20,0.8777862191200256
2000-03-21,0.8866084218025208
2000-03-22,0.8777862191200256
2000-03-23,0.8755810260772705
2000-03-24,0.8579370379447937
2000-03-27,0.8535261750221252
2000-03-28,0.8358822464942932
2000-03-29,0.8402935862541199
2000-03-30,0.8447041511535645
2000-03-31,0.829265832901001
2000-04-03,0.811621904373169
2000-04-04,0.8138272762298584
2000-04-05,0.8424983024597168
2000-04-06,0.8358822464942932
2000-04-07,0.7983883619308472
2000-04-10,0.7873610854148865
2000-04-11,0.7917725443840027
2000-04-12,0.7697174549102783
2000-04-13,0.767511785030365
2000-04-14,0.7520734667778015
2000-04-17,0.7366347312927246
2000-04-18,0.7432515025138855
2000-04-19,0.7432515025138855
2000-04-20,0.7278128862380981
2000-04-24,0.7388402819633484
2000-04-25,0.767511785030365
2000-04-26,0.7719228267669678
2000-04-27,0.7366347312927246
2000-04-28,0.7388402819633484
2000-05-01,0.7476621866226196
2000-05-02,0.7432515025138855
2000-05-03,0.7256070375442505
2000-05-04,0.7035524249076843
2000-05-05,0.7101691961288452
2000-05-08,0.7366347312927246
2000-05-09,0.7697174549102783
2000-05-10,0.763100802898407
2000-05-11,0.7873610854148865
2000-05-12,0.8050052523612976
2000-05-15,0.7983883619308472
2000-05-16,0.8182381987571716
2000-05-17,0.8182381987571716
2000-05-18,0.8160324692726135
2000-05-19,0.8182381987571716
2000-05-22,0.7873610854148865
2000-05-23,0.7980915307998657
2000-05-24,0.8025635480880737
2000-05-25,0.7779718637466431
2000-05-26,0.7802081108093262
2000-05-30,0.7891494631767273
2000-05-31,0.7779718637466431
2000-06-01,0.804798424243927
2000-06-02,0.8137407898902893
2000-06-05,0.7913857102394104
2000-06-06,0.7869142293930054
2000-06-07,0.7645590305328369
2000-06-08,0.7243187427520752
2000-06-09,0.7399684190750122
2000-06-12,0.7466742992401123
2000-06-13,0.7533813118934631
2000-06-14,0.7332612872123718
2000-06-15,0.742203414440155
2000-06-16,0.7399684190750122
2000-06-19,0.7198481559753418
2000-06-20,0.7064344882965088
2000-06-21,0.6997283697128296
2000-06-22,0.708669900894165
2000-06-23,0.7220836281776428
2000-06-26,0.7109056115150452
2000-06-27,0.735496461391449
2000-06-28,0.8232422471046448
2000-06-29,0.804798424243927
2000-06-30,0.7578516006469727
2000-07-03,0.7980915307998657
2000-07-05,0.8629234433174133
2000-07-06,0.8539807796478271
2000-07-07,0.8629234433174133
2000-07-10,0.8696296215057373
2000-07-11,0.8495092988014221
2000-07-12,0.8539807796478271
2000-07-13,0.8271543979644775
2000-07-14,0.8539807796478271
2000-07-17,0.8662768006324768
2000-07-18,0.8539807796478271
2000-07-19,0.8360966444015503
2000-07-20,0.8293896317481995
2000-07-21,0.8226832151412964
