Date,WM
2000-08-04,11.068629264831543
2000-08-07,11.901369094848633
2000-08-08,11.797279357910156
2000-08-09,11.03392505645752
2000-08-10,10.895135879516602
2000-08-11,10.999224662780762
2000-08-14,11.346207618713379
2000-08-15,10.964531898498535
2000-08-16,10.8257417678833
2000-08-17,10.652252197265625
2000-08-18,10.8257417678833
2000-08-21,10.929827690124512
2000-08-22,10.895135879516602
2000-08-23,10.8257417678833
2000-08-24,10.617547988891602
2000-08-25,10.478764533996582
2000-08-28,10.513463020324707
2000-08-29,10.444061279296875
2000-08-30,10.582852363586426
2000-08-31,10.522130966186523
2000-09-01,10.4093656539917
2000-09-05,10.478764533996582
2000-09-06,10.582852363586426
2000-09-07,10.582852363586426
2000-09-08,10.860435485839844
2000-09-11,11.03392505645752
2000-09-12,11.03392505645752
2000-09-13,10.895135879516602
2000-09-14,10.964531898498535
2000-09-15,10.8257417678833
2000-09-18,10.686944007873535
2000-09-19,10.548162460327148
2000-09-20,10.235875129699707
2000-09-21,10.201175689697266
2000-09-22,10.062383651733398
2000-09-25,10.16647720336914
2000-09-26,9.958290100097656
2000-09-27,9.998557090759277
2000-09-28,10.276299476623535
2000-09-29,9.686108589172363
2000-10-02,9.998557090759277
2000-10-03,10.033284187316895
2000-10-04,10.137432098388672
2000-10-05,10.519326210021973
2000-10-06,10.588754653930664
2000-10-09,10.415170669555664
2000-10-10,10.449884414672852
2000-10-11,10.206863403320312
2000-10-12,9.859699249267578
2000-10-13,9.894412994384766
2000-10-16,10.311017990112305
2000-10-17,10.241583824157715
2000-10-18,9.963846206665039
2000-10-19,10.137432098388672
2000-10-20,10.449884414672852
2000-10-23,10.86648941040039
2000-10-24,10.797061920166016
2000-10-25,10.658193588256836
2000-10-26,10.311017990112305
2000-10-27,10.172150611877441
2000-10-30,10.692904472351074
2000-10-31,11.109519958496094
2000-11-01,11.526121139526367
2000-11-02,11.421968460083008
2000-11-03,11.491410255432129
2000-11-06,12.012166023254395
2000-11-07,12.810662269592285
2000-11-08,13.574443817138672
2000-11-09,13.609153747558594
2000-11-10,13.36612606048584
2000-11-13,13.574443817138672
2000-11-14,13.539713859558105
2000-11-15,14.268783569335938
2000-11-16,14.303496360778809
2000-11-17,14.199349403381348
2000-11-20,14.720104217529297
2000-11-21,14.303496360778809
2000-11-22,13.574443817138672
2000-11-24,13.713309288024902
2000-11-27,13.609153747558594
2000-11-28,13.539713859558105
2000-11-29,13.435566902160645
2000-11-30,13.296701431274414
2000-12-01,13.609153747558594
2000-12-04,14.338213920593262
2000-12-05,14.47708797454834
2000-12-06,14.199349403381348
2000-12-07,14.407648086547852
2000-12-08,14.268783569335938
2000-12-11,14.025763511657715
2000-12-12,14.060481071472168
2000-12-13,13.956326484680176
2000-12-14,13.852179527282715
2000-12-15,13.852179527282715
2000-12-18,14.37293815612793
2000-12-19,14.303496360778809
2000-12-20,14.12991714477539
2000-12-21,14.407648086547852
2000-12-22,14.442367553710938
2000-12-26,14.268783569335938
2000-12-27,15.032559394836426
2000-12-28,15.518609046936035
2000-12-29,15.41445255279541
2001-01-02,14.997843742370605
2001-01-03,15.831068992614746
2001-01-04,15.136711120605469
2001-01-05,15.136711120605469
2001-01-08,15.101997375488281
2001-01-09,15.726907730102539
2001-01-10,15.275588035583496
2001-01-11,14.9284086227417
2001-01-12,14.615962028503418
2001-01-16,15.136711120605469
2001-01-17,14.720104217529297
2001-01-18,14.164630889892578
2001-01-19,14.268783569335938
2001-01-22,14.720104217529297
2001-01-23,13.886895179748535
2001-01-24,13.748029708862305
2001-01-25,13.782746315002441
2001-01-26,14.338213920593262
2001-01-29,14.097977638244629
2001-01-30,13.564719200134277
2001-01-31,13.553606986999512
2001-02-01,13.559168815612793
2001-02-02,13.331421852111816
2001-02-05,13.259202003479004
2001-02-06,13.664703369140625
2001-02-07,13.842455863952637
2001-02-08,13.331421852111816
2001-02-09,13.32586669921875
2001-02-12,13.442520141601562
2001-02-13,13.775797843933105
2001-02-14,13.536948204040527
2001-02-15,13.459174156188965
2001-02-16,13.14810562133789
2001-02-20,13.320306777954102
2001-02-21,13.175885200500488
2001-02-22,13.05368709564209
2001-02-23,12.803714752197266
2001-02-26,13.009241104125977
2001-02-27,13.748029708862305
2001-02-28,14.092423439025879
2001-03-01,13.69247817993164
2001-03-02,13.997992515563965
2001-03-05,14.375711441040039
2001-03-06,14.214616775512695
2001-03-07,14.386824607849121
2001-03-08,15.08117389678955
2001-03-09,14.970076560974121
2001-03-12,14.55346393585205
2001-03-13,14.220175743103027
2001-03-14,14.109091758728027
2001-03-15,14.153521537780762
2001-03-16,14.614563941955566
2001-03-19,14.775655746459961
2001-03-20,14.831198692321777
2001-03-21,14.559021949768066
2001-03-22,13.603604316711426
2001-03-23,14.203513145446777
2001-03-26,14.431256294250488
2001-03-27,14.120194435119629
2001-03-28,14.025763511657715
2001-03-29,14.125748634338379
2001-03-30,13.720255851745605
2001-04-02,13.331421852111816
2001-04-03,12.83149528503418
2001-04-04,12.781498908996582
2001-04-05,13.39807415008545
2001-04-06,13.442520141601562
2001-04-09,14.053531646728516
2001-04-10,14.14797306060791
2001-04-11,14.025763511657715
2001-04-12,14.220175743103027
2001-04-16,14.197957992553711
2001-04-17,14.559021949768066
2001-04-18,13.93688678741455
2001-04-19,13.83690357208252
2001-04-20,13.453625679016113
2001-04-23,13.453625679016113
2001-04-24,13.47028636932373
2001-04-25,13.57027816772461
2001-04-26,13.636932373046875
2001-04-27,13.786909103393555
2001-04-30,13.559168815612793
2001-05-01,13.70914363861084
2001-05-02,13.781354904174805
2001-05-03,13.509166717529297
2001-05-04,13.448063850402832
2001-05-07,14.175736427307129
2001-05-08,14.609012603759766
2001-05-09,14.442367553710938
2001-05-10,14.88675308227539
2001-05-11,14.842310905456543
2001-05-14,15.164485931396484
2001-05-15,15.181154251098633
2001-05-16,15.303352355957031
2001-05-17,15.664419174194336
2001-05-18,15.553326606750488
2001-05-21,15.497773170471191
2001-05-22,15.442229270935059
2001-05-23,15.314471244812012
2001-05-24,15.453340530395508
2001-05-25,15.225593566894531
2001-05-29,15.275588035583496
2001-05-30,15.553326606750488
2001-05-31,15.542208671569824
2001-06-01,15.442229270935059
2001-06-04,15.464445114135742
2001-06-05,15.775516510009766
2001-06-06,15.836610794067383
2001-06-07,15.881049156188965
2001-06-08,15.797733306884766
2001-06-11,15.581095695495605
2001-06-12,15.831068992614746
2001-06-13,16.175458908081055
2001-06-14,16.514297485351562
2001-06-15,16.380979537963867
2001-06-18,16.236555099487305
2001-06-19,16.369871139526367
2001-06-20,16.786481857299805
2001-06-21,16.60873031616211
2001-06-22,16.192108154296875
2001-06-25,15.814393043518066
2001-06-26,16.59206771850586
2001-06-27,16.49763298034668
2001-06-28,16.947561264038086
2001-06-29,17.119766235351562
2001-07-02,16.864246368408203
2001-07-03,16.786481857299805
2001-07-05,16.708709716796875
2001-07-06,16.392093658447266
2001-07-09,16.725370407104492
2001-07-10,16.59206771850586
2001-07-11,16.803138732910156
2001-07-12,17.169755935668945
2001-07-13,17.33084487915039
2001-07-16,17.230852127075195
2001-07-17,17.425275802612305
2001-07-18,17.491931915283203
2001-07-19,17.49748420715332
2001-07-20,17.547473907470703
2001-07-23,17.214195251464844
2001-07-24,16.625391006469727
2001-07-25,16.85869026184082
2001-07-26,17.12531852722168
2001-07-27,16.81981086730957
2001-07-30,17.075328826904297
2001-07-31,17.219755172729492
2001-08-01,17.314170837402344
2001-08-02,17.214195251464844
2001-08-03,17.108654022216797
2001-08-06,16.436532974243164
2001-08-07,16.703155517578125
2001-08-08,16.542064666748047
2001-08-09,16.203224182128906
2001-08-10,16.66426658630371
2001-08-13,16.697612762451172
2001-08-14,16.847572326660156
2001-08-15,16.9086856842041
2001-08-16,16.85869026184082
2001-08-17,16.603164672851562
2001-08-20,16.386526107788086
2001-08-21,16.730939865112305
2001-08-22,17.219755172729492
2001-08-23,17.02533721923828
2001-08-24,17.369722366333008
2001-08-27,17.43082618713379
2001-08-28,17.264190673828125
2001-08-29,17.219755172729492
2001-08-30,16.814252853393555
2001-08-31,17.180871963500977
2001-09-04,16.99200439453125
2001-09-05,17.18641471862793
2001-09-06,16.669830322265625
2001-09-07,16.669830322265625
2001-09-10,16.52540397644043
2001-09-17,15.275588035583496
2001-09-18,14.964520454406738
2001-09-19,14.742324829101562
2001-09-20,14.447925567626953
2001-09-21,14.192402839660645
2001-09-24,14.347938537597656
2001-09-25,14.586884498596191
2001-09-26,14.642460823059082
2001-09-27,14.864734649658203
2001-09-28,14.859172821044922
2001-10-01,14.720253944396973
2001-10-02,15.487101554870605
2001-10-03,15.831634521484375
2001-10-04,15.542671203613281
2001-10-05,15.83719253540039
2001-10-08,14.836944580078125
2001-10-09,14.975873947143555
2001-10-10,15.11479377746582
2001-10-11,15.148138999938965
2001-10-12,15.225935935974121
2001-10-15,15.209261894226074
2001-10-16,15.325955390930176
2001-10-17,15.142577171325684
2001-10-18,15.303730010986328
2001-10-19,15.364850044250488
2001-10-22,15.537124633789062
2001-10-23,15.46488094329834
2001-10-24,15.62602710723877
2001-10-25,15.814962387084961
2001-10-26,15.781620025634766
2001-10-29,15.11479377746582
2001-10-30,14.38127613067627
2001-10-31,13.61442756652832
2001-11-01,13.986746788024902
2001-11-02,13.781137466430664
2001-11-05,13.83114242553711
2001-11-06,14.086758613586426
2001-11-07,14.992539405822754
2001-11-08,15.075894355773926
2001-11-09,15.292622566223145
2001-11-12,15.148138999938965
2001-11-13,15.4037504196167
2001-11-14,15.125901222229004
2001-11-15,15.603795051574707
2001-11-16,16.237281799316406
2001-11-19,16.170595169067383
2001-11-20,15.848304748535156
2001-11-21,15.976103782653809
2001-11-23,16.215059280395508
2001-11-26,16.2817440032959
2001-11-27,16.087249755859375
2001-11-28,16.253957748413086
2001-11-29,15.937204360961914
2001-11-30,16.2817440032959
2001-12-03,16.231721878051758
2001-12-04,15.892763137817383
2001-12-05,16.059463500976562
2001-12-06,16.431777954101562
2001-12-07,16.670724868774414
2001-12-10,16.820764541625977
2001-12-11,16.7818660736084
2001-12-12,16.392887115478516
2001-12-13,16.89299964904785
2001-12-14,16.86521339416504
2001-12-17,17.04859733581543
2001-12-18,17.25420379638672
2001-12-19,17.22641372680664
2001-12-20,17.193065643310547
2001-12-21,17.5042667388916
2001-12-24,17.448701858520508
2001-12-26,17.620956420898438
2001-12-27,17.8876953125
2001-12-28,17.993276596069336
2001-12-31,17.732091903686523
2002-01-02,17.320880889892578
2002-01-03,17.00414276123047
2002-01-04,17.120834350585938
2002-01-07,17.109724044799805
2002-01-08,17.10416603088379
2002-01-09,16.89299964904785
2002-01-10,16.687395095825195
2002-01-11,16.859664916992188
2002-01-14,17.02081298828125
2002-01-15,16.981914520263672
2002-01-16,16.115034103393555
2002-01-17,16.876325607299805
2002-01-18,16.66516876220703
2002-01-22,16.581815719604492
2002-01-23,16.670724868774414
2002-01-24,16.670724868774414
2002-01-25,16.559589385986328
2002-01-28,16.6207218170166
2002-01-29,16.50402069091797
2002-01-30,16.059463500976562
2002-01-31,16.0150146484375
2002-02-01,13.964519500732422
2002-02-04,13.658882141113281
2002-02-05,13.97562026977539
2002-02-06,13.742234230041504
2002-02-07,13.731117248535156
2002-02-08,13.808916091918945
2002-02-11,13.336583137512207
2002-02-12,13.214326858520508
2002-02-13,12.975380897521973
2002-02-14,13.208775520324707
2002-02-15,13.642212867736816
2002-02-19,13.586640357971191
2002-02-20,13.842262268066406
2002-02-21,13.808916091918945
2002-02-22,14.0145263671875
2002-02-25,14.020085334777832
2002-02-26,14.30903434753418
2002-02-27,14.61467170715332
2002-02-28,14.620226860046387
2002-03-01,15.02032470703125
2002-03-04,15.353731155395508
2002-03-05,15.237038612365723
2002-03-06,15.592690467834473
2002-03-07,15.548230171203613
2002-03-08,15.259265899658203
2002-03-11,15.348182678222656
2002-03-12,15.320393562316895
2002-03-13,15.253721237182617
2002-03-14,15.314841270446777
2002-03-15,15.275951385498047
2002-03-18,15.209261894226074
2002-03-19,15.281495094299316
2002-03-20,15.3815336227417
2002-03-21,15.120342254638672
2002-03-22,14.94253158569336
2002-03-25,14.948083877563477
2002-03-26,14.94253158569336
2002-03-27,14.57576847076416
2002-03-28,15.142577171325684
2002-04-01,15.17036247253418
2002-04-02,14.836944580078125
2002-04-03,14.820276260375977
2002-04-04,14.798051834106445
2002-04-05,14.592447280883789
2002-04-08,14.603554725646973
2002-04-09,14.603554725646973
2002-04-10,14.447965621948242
2002-04-11,14.38127613067627
2002-04-12,14.559100151062012
2002-04-15,14.414627075195312
2002-04-16,14.714699745178223
2002-04-17,14.453518867492676
2002-04-18,14.44240665435791
2002-04-19,14.431295394897461
2002-04-22,14.175677299499512
2002-04-23,14.436854362487793
2002-04-24,14.3868408203125
2002-04-25,14.453518867492676
2002-04-26,14.353496551513672
2002-04-29,14.409067153930664
2002-04-30,14.636900901794434
2002-05-01,14.392393112182617
2002-05-02,14.270145416259766
2002-05-03,14.470190048217773
2002-05-06,14.364608764648438
2002-05-07,14.475746154785156
2002-05-08,14.959197998046875
2002-05-09,14.975873947143555
2002-05-10,14.864734649658203
2002-05-13,15.075894355773926
2002-05-14,15.414867401123047
2002-05-15,15.414867401123047
2002-05-16,15.259265899658203
2002-05-17,15.726053237915039
2002-05-20,15.398194313049316
2002-05-21,15.164807319641113
2002-05-22,15.05366039276123
2002-05-23,15.348182678222656
2002-05-24,15.05366039276123
2002-05-28,15.11479377746582
2002-05-29,15.4037504196167
2002-05-30,15.242593765258789
2002-05-31,15.253721237182617
2002-06-03,15.048111915588379
2002-06-04,14.992539405822754
2002-06-05,15.175918579101562
2002-06-06,15.453764915466309
2002-06-07,15.581570625305176
2002-06-10,15.759389877319336
2002-06-11,15.670485496520996
2002-06-12,15.648263931274414
2002-06-13,15.714945793151855
2002-06-14,15.659378051757812
2002-06-17,15.8816499710083
2002-06-18,15.970556259155273
2002-06-19,15.776071548461914
2002-06-20,15.781620025634766
2002-06-21,15.787177085876465
2002-06-24,15.670485496520996
2002-06-25,15.203699111938477
2002-06-26,15.070343971252441
2002-06-27,14.764713287353516
2002-06-28,14.475746154785156
2002-07-01,14.331268310546875
2002-07-02,14.142332077026367
2002-07-03,13.986746788024902
2002-07-05,14.547988891601562
2002-07-08,14.414627075195312
2002-07-09,13.99785041809082
2002-07-10,13.725567817687988
2002-07-11,13.681113243103027
2002-07-12,13.697779655456543
2002-07-15,13.631097793579102
2002-07-16,13.436601638793945
2002-07-17,13.725567817687988
2002-07-18,13.692227363586426
2002-07-19,12.958708763122559
2002-07-22,12.65864086151123
2002-07-23,12.169631004333496
2002-07-24,12.591954231262207
2002-07-25,12.708648681640625
2002-07-26,12.780889511108398
2002-07-29,13.781137466430664
2002-07-30,13.319914817810059
2002-07-31,13.153196334838867
2002-08-01,13.503293991088867
2002-08-02,13.442159652709961
2002-08-05,13.025394439697266
2002-08-06,13.269899368286133
2002-08-07,13.61442756652832
2002-08-08,14.170120239257812
2002-08-09,13.981185913085938
2002-08-12,13.908946990966797
2002-08-13,13.703339576721191
2002-08-14,13.881155967712402
2002-08-15,13.858932495117188
2002-08-16,13.83114242553711
2002-08-19,13.920056343078613
2002-08-20,13.936734199523926
2002-08-21,14.186790466308594
2002-08-22,14.459077835083008
2002-08-23,14.481302261352539
2002-08-26,14.397948265075684
2002-08-27,14.28681755065918
2002-08-28,13.892271995544434
2002-08-29,14.103432655334473
2002-08-30,14.13121509552002
2002-09-03,13.892271995544434
2002-09-04,14.253466606140137
2002-09-05,13.81447696685791
2002-09-06,14.031194686889648
2002-09-09,14.114555358886719
2002-09-10,14.081205368041992
2002-09-11,14.142332077026367
2002-09-12,14.053428649902344
2002-09-13,14.0145263671875
2002-09-16,13.986746788024902
2002-09-17,13.71445369720459
2002-09-18,13.60330867767334
2002-09-19,13.319914817810059
2002-09-20,13.71445369720459
2002-09-23,13.408820152282715
2002-09-24,12.780889511108398
2002-09-25,12.980935096740723
2002-09-26,13.097685813903809
2002-09-27,12.864195823669434
2002-09-30,12.96426010131836
2002-10-01,13.542431831359863
2002-10-02,13.536870002746582
2002-10-03,13.114362716674805
2002-10-04,12.741889953613281
2002-10-07,12.124811172485352
2002-10-08,12.230440139770508
2002-10-09,12.0636568069458
2002-10-10,12.764123916625977
2002-10-11,13.153281211853027
2002-10-14,12.78636360168457
2002-10-15,12.975380897521973
2002-10-16,12.714089393615723
2002-10-17,12.908674240112305
2002-10-18,13.258903503417969
2002-10-21,13.097685813903809
2002-10-22,13.025410652160645
2002-10-23,12.814159393310547
2002-10-24,12.31381893157959
2002-10-25,11.602240562438965
2002-10-28,12.274909973144531
2002-10-29,12.747448921203613
2002-10-30,12.880867958068848
2002-10-31,12.797479629516602
2002-11-01,13.186629295349121
2002-11-04,13.731447219848633
2002-11-05,13.725886344909668
2002-11-06,13.914904594421387
2002-11-07,13.942702293395996
2002-11-08,13.625815391540527
2002-11-11,13.920453071594238
2002-11-12,13.892657279968262
2002-11-13,13.926018714904785
2002-11-14,13.90933609008789
2002-11-15,13.898222923278809
2002-11-18,13.725886344909668
2002-11-19,12.942025184631348
2002-11-20,12.78636360168457
2002-11-21,13.314493179321289
2002-11-22,13.29226303100586
2002-11-25,13.55910587310791
2002-11-26,13.36452865600586
2002-11-27,13.820392608642578
2002-11-29,13.85374927520752
2002-12-02,13.887100219726562
2002-12-03,13.898222923278809
2002-12-04,13.831510543823242
2002-12-05,13.659168243408203
2002-12-06,13.625815391540527
2002-12-09,13.264466285705566
2002-12-10,12.936463356018066
2002-12-11,12.675175666809082
2002-12-12,12.897552490234375
2002-12-13,12.919784545898438
2002-12-16,13.409003257751465
2002-12-17,13.436798095703125
2002-12-18,13.342294692993164
2002-12-19,12.853079795837402
2002-12-20,13.014298439025879
2002-12-23,13.064336776733398
2002-12-24,12.96426010131836
2002-12-26,12.830842018127441
2002-12-27,12.641826629638672
2002-12-30,12.697415351867676
2002-12-31,12.741889953613281
2003-01-02,13.136597633361816
2003-01-03,13.236664772033691
2003-01-06,13.208868026733398
2003-01-07,13.114362716674805
2003-01-08,13.158830642700195
2003-01-09,13.203310012817383
2003-01-10,13.320056915283203
2003-01-13,13.208868026733398
2003-01-14,13.403448104858398
2003-01-15,13.3311767578125
2003-01-16,13.225553512573242
2003-01-17,13.114362716674805
2003-01-21,13.103245735168457
2003-01-22,13.342294692993164
2003-01-23,13.286703109741211
2003-01-24,12.869751930236816
2003-01-27,12.675175666809082
2003-01-28,12.669621467590332
2003-01-29,12.708536148071289
2003-01-30,12.636263847351074
2003-01-31,12.780802726745605
2003-02-03,12.791923522949219
2003-02-04,12.536195755004883
2003-02-05,12.486166000366211
2003-02-06,12.25267219543457
2003-02-07,12.202634811401367
2003-02-10,12.097016334533691
2003-02-11,12.05809211730957
2003-02-12,11.95246696472168
2003-02-13,11.91911792755127
2003-02-14,12.16372299194336
2003-02-18,12.286028861999512
2003-02-19,12.213750839233398
2003-02-20,11.757893562316895
2003-02-21,11.602240562438965
2003-02-24,11.207524299621582
2003-02-25,11.118576049804688
2003-02-26,11.085217475891113
2003-02-27,11.107460975646973
2003-02-28,11.062983512878418
2003-03-03,11.046303749084473
2003-03-04,10.96291446685791
2003-03-05,11.101896286010742
2003-03-06,11.101896286010742
2003-03-07,11.118576049804688
2003-03-10,11.062983512878418
2003-03-11,11.040751457214355
2003-03-12,11.107460975646973
2003-03-13,11.680069923400879
2003-03-14,11.81348705291748
2003-03-17,12.274909973144531
2003-03-18,12.247118949890137
2003-03-19,12.03030014038086
2003-03-20,12.152604103088379
2003-03-21,12.563990592956543
2003-03-24,12.019183158874512
2003-03-25,12.202634811401367
2003-03-26,12.169282913208008
2003-03-27,12.141487121582031
2003-03-28,12.085887908935547
2003-03-31,11.774572372436523
2003-04-01,11.674506187438965
2003-04-02,12.16372299194336
2003-04-03,11.757893562316895
2003-04-04,11.730093955993652
2003-04-07,11.6689453125
2003-04-08,11.680069923400879
2003-04-09,11.6689453125
2003-04-10,11.713421821594238
2003-04-11,11.618914604187012
2003-04-14,11.896875381469727
2003-04-15,12.080334663391113
2003-04-16,11.841286659240723
2003-04-17,11.880197525024414
2003-04-21,11.62447452545166
2003-04-22,11.996944427490234
2003-04-23,11.78569507598877
2003-04-24,11.591119766235352
2003-04-25,11.379861831665039
2003-04-28,11.674506187438965
2003-04-29,11.985828399658203
2003-04-30,12.074772834777832
2003-05-01,12.052538871765137
2003-05-02,12.286028861999512
2003-05-05,12.25822925567627
2003-05-06,12.48060131072998
2003-05-07,12.413893699645996
2003-05-08,12.291586875915527
2003-05-09,12.591790199279785
2003-05-12,12.814159393310547
2003-05-13,13.270023345947266
2003-05-14,13.342294692993164
2003-05-15,13.67029094696045
2003-05-16,13.831510543823242
2003-05-19,13.631379127502441
2003-05-20,13.425683975219727
2003-05-21,13.3311767578125
2003-05-22,13.620255470275879
2003-05-23,13.564667701721191
2003-05-27,13.614701271057129
2003-05-28,13.78703784942627
2003-05-29,13.753681182861328
2003-05-30,14.159507751464844
2003-06-02,14.159507751464844
2003-06-03,13.8704252243042
2003-06-04,14.287374496459961
2003-06-05,14.187299728393555
2003-06-06,13.981605529785156
2003-06-09,13.85930061340332
2003-06-10,13.926018714904785
2003-06-11,13.942702293395996
2003-06-12,14.14838981628418
2003-06-13,13.78703784942627
2003-06-16,13.703643798828125
2003-06-17,13.775918006896973
2003-06-18,13.731447219848633
2003-06-19,13.731447219848633
2003-06-20,13.547991752624512
2003-06-23,12.980937004089355
2003-06-24,13.219987869262695
2003-06-25,13.253339767456055
2003-06-26,13.286703109741211
2003-06-27,13.17551326751709
2003-06-30,13.392332077026367
2003-07-01,13.525750160217285
2003-07-02,13.809279441833496
2003-07-03,13.78703784942627
2003-07-07,13.764801025390625
2003-07-08,13.937129974365234
2003-07-09,13.90933609008789
2003-07-10,13.509077072143555
2003-07-11,13.570225715637207
2003-07-14,13.60913372039795
2003-07-15,13.614701271057129
2003-07-16,13.370089530944824
2003-07-17,12.997613906860352
2003-07-18,13.131043434143066
2003-07-21,13.003180503845215
2003-07-22,13.069890022277832
2003-07-23,12.980937004089355
2003-07-24,12.869751930236816
2003-07-25,13.29226303100586
2003-07-28,13.19218921661377
2003-07-29,13.092124938964844
2003-07-30,13.186629295349121
2003-07-31,13.281142234802246
2003-08-01,13.17551326751709
2003-08-04,13.242229461669922
2003-08-05,13.703643798828125
2003-08-06,13.520188331604004
2003-08-07,13.675850868225098
2003-08-08,13.792594909667969
2003-08-11,13.842633247375488
2003-08-12,13.8704252243042
2003-08-13,13.725886344909668
2003-08-14,13.775918006896973
2003-08-15,13.987174034118652
2003-08-18,14.06499195098877
2003-08-19,14.504183769226074
2003-08-20,14.498623847961426
2003-08-21,14.648733139038086
2003-08-22,14.554218292236328
2003-08-25,14.454153060913086
2003-08-26,14.25401496887207
2003-08-27,14.381876945495605
2003-08-28,14.454153060913086
2003-08-29,14.793262481689453
2003-09-02,14.837751388549805
2003-09-03,14.62648868560791
2003-09-04,14.676523208618164
2003-09-05,14.47082233428955
2003-09-08,14.648733139038086
2003-09-09,14.443036079406738
2003-09-10,14.242895126342773
2003-09-11,14.242895126342773
2003-09-12,14.315160751342773
2003-09-15,14.237339973449707
2003-09-16,14.50973892211914
2003-09-17,14.398555755615234
2003-09-18,14.715432167053223
