Date,CTSH
2000-08-30,1.5807098150253296
2000-08-31,1.560180902481079
2000-09-01,1.4005126953125
2000-09-05,1.3708598613739014
2000-09-06,1.1496070623397827
2000-09-07,1.2910267114639282
2000-09-08,1.3047122955322266
2000-09-11,1.352613091468811
2000-09-12,1.3457695245742798
2000-09-13,1.349761962890625
2000-09-14,1.3343653678894043
2000-09-15,1.3731410503387451
2000-09-18,1.3731410503387451
2000-09-19,1.4370086193084717
2000-09-20,1.4826276302337646
2000-09-21,1.5054374933242798
2000-09-22,1.5077184438705444
2000-09-25,1.5647423267364502
2000-09-26,1.4541157484054565
2000-09-27,1.3777031898498535
2000-09-28,1.4324467182159424
2000-09-29,1.4233225584030151
2000-10-02,1.42104172706604
2000-10-03,1.3366460800170898
2000-10-04,1.3138365745544434
2000-10-05,1.3115553855895996
2000-10-06,1.279622197151184
2000-10-09,1.236283302307129
2000-10-10,1.2590930461883545
2000-10-11,1.2955888509750366
2000-10-12,1.245407223701477
2000-10-13,1.2819032669067383
2000-10-16,1.279622197151184
2000-10-17,1.3343653678894043
2000-10-18,1.3503319025039673
2000-10-19,1.4278842210769653
2000-10-20,1.4238929748535156
2000-10-23,1.4119175672531128
2000-10-24,1.4050755500793457
2000-10-25,1.45069420337677
2000-10-26,1.4552561044692993
2000-10-27,1.4461325407028198
2000-10-30,1.4050755500793457
2000-10-31,1.4963136911392212
2000-11-01,1.4370086193084717
2000-11-02,1.4575377702713013
2000-11-03,1.5305284261703491
2000-11-06,1.5145618915557861
2000-11-07,1.6331712007522583
2000-11-08,1.532808780670166
2000-11-09,1.5510566234588623
2000-11-10,1.494032621383667
2000-11-13,1.4050755500793457
2000-11-14,1.5533382892608643
2000-11-15,1.5647423267364502
2000-11-16,1.4689418077468872
2000-11-17,1.4643797874450684
2000-11-20,1.4461325407028198
2000-11-21,1.4552561044692993
2000-11-22,1.4301663637161255
2000-11-24,1.418761134147644
2000-11-27,1.4027942419052124
2000-11-28,1.3731410503387451
2000-11-29,1.3503319025039673
2000-11-30,1.3503319025039673
2000-12-01,1.4096367359161377
2000-12-04,1.414198398590088
2000-12-05,1.6194853782653809
2000-12-06,1.528247356414795
2000-12-07,1.4370086193084717
2000-12-08,1.466660976409912
2000-12-11,1.4774954319000244
2000-12-12,1.4415696859359741
2000-12-13,1.384546160697937
2000-12-14,1.386826753616333
2000-12-15,1.352613091468811
2000-12-18,1.3457695245742798
2000-12-19,1.3343653678894043
2000-12-20,1.245407223701477
2000-12-21,1.2408453226089478
2000-12-22,1.2630847692489624
2000-12-26,1.1997886896133423
2000-12-27,1.126797080039978
2000-12-28,1.2636550664901733
2000-12-29,1.3252416849136353
2001-01-02,1.208911657333374
2001-01-03,1.4324467182159424
2001-01-04,1.4484134912490845
2001-01-05,1.2682173252105713
2001-01-08,1.2180359363555908
2001-01-09,1.3069939613342285
2001-01-10,1.3001506328582764
2001-01-11,1.4050755500793457
2001-01-12,1.4552561044692993
2001-01-16,1.6217671632766724
2001-01-17,1.6787911653518677
2001-01-18,1.7289717197418213
2001-01-19,1.7842849493026733
2001-01-22,1.7358150482177734
2001-01-23,1.8179295063018799
2001-01-24,1.8338953256607056
2001-01-25,1.8293349742889404
2001-01-26,1.7244104146957397
2001-01-29,1.77915358543396
2001-01-30,1.8293349742889404
2001-01-31,1.7974005937576294
2001-02-01,1.8110871315002441
2001-02-02,1.7152860164642334
2001-02-05,1.6970386505126953
2001-02-06,1.7472199201583862
2001-02-07,1.6810716390609741
2001-02-08,1.6651054620742798
2001-02-09,1.6400146484375
2001-02-12,1.6103625297546387
2001-02-13,1.5510566234588623
2001-02-14,1.4689418077468872
2001-02-15,1.5259665250778198
2001-02-16,1.500875473022461
2001-02-20,1.605799674987793
2001-02-21,1.5795687437057495
2001-02-22,1.4963136911392212
2001-02-23,1.5145618915557861
2001-02-26,1.532808780670166
2001-02-27,1.5191229581832886
2001-02-28,1.532808780670166
2001-03-01,1.5419329404830933
2001-03-02,1.5099995136260986
2001-03-05,1.4552561044692993
2001-03-06,1.4963136911392212
2001-03-07,1.4780657291412354
2001-03-08,1.4757850170135498
2001-03-09,1.4689418077468872
2001-03-12,1.386826753616333
2001-03-13,1.3759928941726685
2001-03-14,1.2864649295806885
2001-03-15,1.2773406505584717
2001-03-16,1.1769784688949585
2001-03-19,1.2727789878845215
2001-03-20,1.2682173252105713
2001-03-21,1.2961591482162476
2001-03-22,1.3548935651779175
2001-03-23,1.3298031091690063
2001-03-26,1.3138365745544434
2001-03-27,1.2910267114639282
2001-03-28,1.2094817161560059
2001-03-29,1.035558819770813
2001-03-30,1.0971442461013794
2001-04-02,1.2066305875778198
2001-04-03,1.2203165292739868
2001-04-04,1.2317215204238892
2001-04-05,1.3594551086425781
2001-04-06,1.3115553855895996
2001-04-09,1.2408453226089478
2001-04-10,1.3503319025039673
2001-04-11,1.2277072668075562
2001-04-12,1.214569091796875
2001-04-16,1.1488772630691528
2001-04-17,1.3813529014587402
2001-04-18,1.6083545684814453
2001-04-19,1.6879146099090576
2001-04-20,1.5225896835327148
2001-04-23,1.45069420337677
2001-04-24,1.386826753616333
2001-04-25,1.452154278755188
2001-04-26,1.4386508464813232
2001-04-27,1.4262422323226929
2001-04-30,1.5430281162261963
2001-05-01,1.5685744285583496
2001-05-02,1.58025324344635
2001-05-03,1.5795228481292725
2001-05-04,1.5565309524536133
2001-05-07,1.5266051292419434
2001-05-08,1.5120066404342651
2001-05-09,1.460547924041748
2001-05-10,1.4926643371582031
2001-05-11,1.5043424367904663
2001-05-14,1.455803394317627
2001-05-15,1.4795259237289429
2001-05-16,1.5098170042037964
2001-05-17,1.5357284545898438
2001-05-18,1.549231767654419
2001-05-21,1.6032453775405884
2001-05-22,1.6178433895111084
2001-05-23,1.5875523090362549
2001-05-24,1.6324418783187866
2001-05-25,1.6068949699401855
2001-05-29,1.5532457828521729
2001-05-30,1.4598181247711182
2001-05-31,1.4893800020217896
2001-06-01,1.488284945487976
2001-06-04,1.4963136911392212
2001-06-05,1.5590859651565552
2001-06-06,1.578428030014038
2001-06-07,1.5831725597381592
2001-06-08,1.6083545684814453
2001-06-11,1.6021506786346436
2001-06-12,1.6258728504180908
2001-06-13,1.612004280090332
2001-06-14,1.4901093244552612
2001-06-15,1.4306210279464722
2001-06-18,1.3649297952651978
2001-06-19,1.3864628076553345
2001-06-20,1.4853646755218506
2001-06-21,1.4696722030639648
2001-06-22,1.4291621446609497
2001-06-25,1.4050755500793457
2001-06-26,1.45069420337677
2001-06-27,1.5072616338729858
2001-06-28,1.527334451675415
2001-06-29,1.549231767654419
2001-07-02,1.5287950038909912
2001-07-03,1.5225896835327148
2001-07-05,1.4123739004135132
2001-07-06,1.436095952987671
2001-07-09,1.4287971258163452
2001-07-10,1.4105497598648071
2001-07-11,1.4240524768829346
2001-07-12,1.5671151876449585
2001-07-13,1.5510566234588623
2001-07-16,1.5346336364746094
2001-07-17,1.612004280090332
2001-07-18,1.613099455833435
2001-07-19,1.5547062158584595
2001-07-20,1.5401079654693604
2001-07-23,1.5857278108596802
2001-07-24,1.604704737663269
2001-07-25,1.6112741231918335
2001-07-26,1.6455796957015991
2001-07-27,1.6623681783676147
2001-07-30,1.6397403478622437
2001-07-31,1.6149237155914307
2001-08-01,1.642295241355896
2001-08-02,1.656528353691101
2001-08-03,1.6233173608779907
2001-08-06,1.563830018043518
2001-08-07,1.5711292028427124
2001-08-08,1.4846351146697998
2001-08-09,1.533903956413269
2001-08-10,1.5904713869094849
2001-08-13,1.5875523090362549
2001-08-14,1.6149237155914307
2001-08-15,1.518210530281067
2001-08-16,1.4988683462142944
2001-08-17,1.5054374933242798
2001-08-20,1.5145618915557861
2001-08-21,1.4999630451202393
2001-08-22,1.5054374933242798
2001-08-23,1.5109115839004517
2001-08-24,1.5222258567810059
2001-08-27,1.5094518661499023
2001-08-28,1.5287950038909912
2001-08-29,1.5204002857208252
2001-08-30,1.5152912139892578
2001-08-31,1.543392300605774
2001-09-04,1.5204002857208252
2001-09-05,1.5145618915557861
2001-09-06,1.4890146255493164
2001-09-07,1.360915184020996
2001-09-10,1.3631051778793335
2001-09-17,1.202160120010376
2001-09-18,1.1306289434432983
2001-09-19,1.0934033393859863
2001-09-20,0.8313668370246887
2001-09-21,0.8080093264579773
2001-09-24,0.821147620677948
2001-09-25,0.8029002547264099
2001-09-26,0.7872068285942078
2001-09-27,0.7642146348953247
2001-09-28,0.8174976706504822
2001-10-01,0.7583752274513245
2001-10-02,0.748157262802124
2001-10-03,0.7459673285484314
2001-10-04,0.8375706076622009
2001-10-05,0.8335564732551575
2001-10-08,0.7299087047576904
2001-10-09,0.7408573627471924
2001-10-10,0.766404390335083
2001-10-11,0.9094663262367249
2001-10-12,0.8762561678886414
2001-10-15,0.8758909702301025
2001-10-16,0.979902982711792
2001-10-17,1.0444996356964111
2001-10-18,0.9977858662605286
2001-10-19,0.9831874966621399
2001-10-22,1.0054501295089722
2001-10-23,1.0240628719329834
2001-10-24,1.021872639656067
2001-10-25,1.003989815711975
2001-10-26,1.1342785358428955
2001-10-29,1.12843918800354
2001-10-30,1.021872639656067
2001-10-31,1.029901385307312
2001-11-01,1.043770432472229
2001-11-02,1.0255221128463745
2001-11-05,1.0324562788009644
2001-11-06,1.0638421773910522
2001-11-07,1.0897542238235474
2001-11-08,1.097783088684082
2001-11-09,1.1003382205963135
2001-11-12,1.0842806100845337
2001-11-13,1.1298991441726685
2001-11-14,1.118585228919983
2001-11-15,1.2229626178741455
2001-11-16,1.1857373714447021
2001-11-19,1.218948483467102
2001-11-20,1.1857373714447021
2001-11-21,1.1974157094955444
2001-11-23,1.1871973276138306
2001-11-26,1.2025254964828491
2001-11-27,1.257632851600647
2001-11-28,1.2262471914291382
2001-11-29,1.2225977182388306
2001-11-30,1.1682194471359253
2001-12-03,1.1934014558792114
2001-12-04,1.2634721994400024
2001-12-05,1.4401108026504517
2001-12-06,1.458723545074463
2001-12-07,1.4470442533493042
2001-12-10,1.4218624830245972
2001-12-11,1.450329065322876
2001-12-12,1.4240524768829346
2001-12-13,1.450329065322876
2001-12-14,1.4258778095245361
2001-12-17,1.4433953762054443
2001-12-18,1.4791607856750488
2001-12-19,1.5145618915557861
2001-12-20,1.5331741571426392
2001-12-21,1.5893765687942505
2001-12-24,1.6287920475006104
2001-12-26,1.6459451913833618
2001-12-27,1.6076250076293945
2001-12-28,1.5671151876449585
2001-12-31,1.4955838918685913
2002-01-02,1.3999650478363037
2002-01-03,1.4339059591293335
2002-01-04,1.4324467182159424
2002-01-07,1.3766088485717773
2002-01-08,1.416023850440979
2002-01-09,1.392301321029663
2002-01-10,1.3386527299880981
2002-01-11,1.368579626083374
2002-01-14,1.3864628076553345
2002-01-15,1.3587255477905273
2002-01-16,1.3466821908950806
2002-01-17,1.3758784532546997
2002-01-18,1.3006978034973145
2002-01-22,1.310186743736267
2002-01-23,1.3123760223388672
2002-01-24,1.3320837020874023
2002-01-25,1.3503319025039673
2002-01-28,1.3503319025039673
2002-01-29,1.2317215204238892
2002-01-30,1.2554433345794678
2002-01-31,1.3397477865219116
2002-02-01,1.3496017456054688
2002-02-04,1.261283040046692
2002-02-05,1.2882894277572632
2002-02-06,1.2346413135528564
2002-02-07,1.2047150135040283
2002-02-08,1.265297293663025
2002-02-11,1.2328166961669922
2002-02-12,1.2455894947052002
2002-02-13,1.2970483303070068
2002-02-14,1.2766104936599731
2002-02-15,1.2773406505584717
2002-02-19,1.2707712650299072
2002-02-20,1.2773406505584717
2002-02-21,1.2766104936599731
2002-02-22,1.2689470052719116
2002-02-25,1.2773406505584717
2002-02-26,1.2831799983978271
2002-02-27,1.3284350633621216
2002-02-28,1.2941288948059082
2002-03-01,1.3138365745544434
2002-03-04,1.4101842641830444
2002-03-05,1.3908421993255615
2002-03-06,1.3977757692337036
2002-03-07,1.3806229829788208
2002-03-08,1.382447600364685
2002-03-11,1.389746904373169
2002-03-12,1.3959509134292603
2002-03-13,1.357630729675293
2002-03-14,1.452154278755188
2002-03-15,1.4649276733398438
2002-03-18,1.4565339088439941
2002-03-19,1.4751465320587158
2002-03-20,1.507992148399353
2002-03-21,1.502882480621338
2002-03-22,1.5171157121658325
2002-03-25,1.4926643371582031
2002-03-26,1.5014234781265259
2002-03-27,1.5236849784851074
2002-03-28,1.536458969116211
2002-04-01,1.5287950038909912
2002-04-02,1.5204002857208252
2002-04-03,1.5229554176330566
2002-04-04,1.540838599205017
2002-04-05,1.4824451208114624
2002-04-08,1.4835401773452759
2002-04-09,1.4156585931777954
2002-04-10,1.4127393960952759
2002-04-11,1.3762433528900146
2002-04-12,1.4043447971343994
2002-04-15,1.3904768228530884
2002-04-16,1.6178433895111084
2002-04-17,1.6952142715454102
2002-04-18,1.7371833324432373
2002-04-19,1.6879146099090576
2002-04-22,1.6495943069458008
2002-04-23,1.6787911653518677
2002-04-24,1.6495943069458008
2002-04-25,1.699228286743164
2002-04-26,1.6685724258422852
2002-04-29,1.6576236486434937
2002-04-30,1.7152860164642334
2002-05-01,1.7152860164642334
2002-05-02,1.6568937301635742
2002-05-03,1.7152860164642334
2002-05-06,1.751781940460205
2002-05-07,1.7174757719039917
2002-05-08,1.7882771492004395
2002-05-09,1.7798833847045898
2002-05-10,1.7879122495651245
2002-05-13,1.893384337425232
2002-05-14,1.923310399055481
2002-05-15,1.9163771867752075
2002-05-16,1.9167401790618896
2002-05-17,1.9718490839004517
2002-05-20,1.978784203529358
2002-05-21,1.9032381772994995
2002-05-22,1.8879101276397705
2002-05-23,1.9160112142562866
2002-05-24,1.9320693016052246
2002-05-28,1.93462336063385
2002-05-29,1.9342589378356934
2002-05-30,1.930243968963623
2002-05-31,1.7798833847045898
2002-06-03,1.4806208610534668
2002-06-04,1.6196686029434204
2002-06-05,1.6594479084014893
2002-06-06,1.6459451913833618
2002-06-07,1.65178382396698
2002-06-10,1.6857244968414307
2002-06-11,1.624047875404358
2002-06-12,1.6441200971603394
2002-06-13,1.7849926948547363
2002-06-14,1.8214876651763916
2002-06-17,1.8393712043762207
2002-06-18,1.8612680435180664
2002-06-19,1.7678393125534058
2002-06-20,1.7744088172912598
2002-06-21,1.7871828079223633
2002-06-24,1.8036059141159058
2002-06-25,1.7667444944381714
2002-06-26,1.82075834274292
2002-06-27,1.8835302591323853
2002-06-28,1.9616304636001587
2002-07-01,1.88864004611969
2002-07-02,1.8233131170272827
2002-07-03,1.8335314989089966
2002-07-05,1.8667420148849487
2002-07-08,1.9014126062393188
2002-07-09,1.8503191471099854
2002-07-10,1.7689343690872192
2002-07-11,1.8094440698623657
2002-07-12,1.8557941913604736
2002-07-15,1.7919262647628784
2002-07-16,1.999586820602417
2002-07-17,2.0076146125793457
2002-07-18,2.0189287662506104
2002-07-19,1.9952071905136108
2002-07-22,1.9634554386138916
2002-07-23,1.9890022277832031
2002-07-24,2.040095567703247
2002-07-25,2.0254976749420166
2002-07-26,2.0787816047668457
2002-07-29,2.194471836090088
2002-07-30,2.176589012145996
2002-07-31,2.135714292526245
2002-08-01,2.131334066390991
2002-08-02,2.0984885692596436
2002-08-05,1.7955759763717651
2002-08-06,1.8678367137908936
2002-08-07,1.8952090740203857
2002-08-08,1.9379091262817383
2002-08-09,1.9287844896316528
2002-08-12,1.9160112142562866
2002-08-13,1.9576159715652466
2002-08-14,2.0160090923309326
2002-08-15,2.133159637451172
2002-08-16,2.1368086338043213
2002-08-19,2.10907244682312
2002-08-20,2.0678324699401855
2002-08-21,2.1196553707122803
2002-08-22,2.177682876586914
2002-08-23,2.138634443283081
2002-08-26,2.18060302734375
2002-08-27,2.1222105026245117
2002-08-28,2.0802409648895264
2002-08-29,2.092649221420288
2002-08-30,2.095202922821045
2002-09-03,2.101773262023926
2002-09-04,2.182793140411377
2002-09-05,2.1302390098571777
2002-09-06,2.209434986114502
2002-09-09,2.294468402862549
2002-09-10,2.292279005050659
2002-09-11,2.3240296840667725
2002-09-12,2.303227424621582
2002-09-13,2.2820606231689453
2002-09-16,2.315635919570923
2002-09-17,2.2999427318573
2002-09-18,2.291914463043213
2002-09-19,2.147027015686035
2002-09-20,2.1787779331207275
2002-09-23,2.0652782917022705
2002-09-24,1.959805965423584
2002-09-25,2.003600597381592
2002-09-26,2.0813357830047607
2002-09-27,2.1236698627471924
2002-09-30,2.097393274307251
2002-10-01,2.0160090923309326
2002-10-02,2.017468214035034
2002-10-03,2.0090744495391846
2002-10-04,1.8890047073364258
2002-10-07,1.751781940460205
2002-10-08,1.8163788318634033
2002-10-09,1.9324342012405396
2002-10-10,2.091189384460449
2002-10-11,2.133159637451172
2002-10-14,2.153230905532837
2002-10-15,2.2864410877227783
2002-10-16,2.303593158721924
2002-10-17,2.363445281982422
2002-10-18,2.349576711654663
2002-10-21,2.4086997509002686
2002-10-22,2.442275285720825
2002-10-23,2.4889895915985107
2002-10-24,2.5097928047180176
2002-10-25,2.5397188663482666
2002-10-28,2.4484808444976807
2002-10-29,2.4470202922821045
2002-10-30,2.431692600250244
2002-10-31,2.414903402328491
2002-11-01,2.4743916988372803
2002-11-04,2.558331251144409
2002-11-05,2.5656309127807617
2002-11-06,2.698838710784912
2002-11-07,2.6550443172454834
2002-11-08,2.5546822547912598
2002-11-11,2.445925235748291
2002-11-12,2.5240261554718018
2002-11-13,2.532418727874756
2002-11-14,2.6284027099609375
2002-11-15,2.493734359741211
2002-11-18,2.4236626625061035
2002-11-19,2.3959274291992188
2002-11-20,2.4342472553253174
2002-11-21,2.582054376602173
2002-11-22,2.657233953475952
2002-11-25,2.6630733013153076
2002-11-26,2.547382116317749
2002-11-27,2.633147716522217
2002-11-29,2.605409860610962
2002-12-02,2.6659927368164062
2002-12-03,2.6294968128204346
2002-12-04,2.628038167953491
2002-12-05,2.57621431350708
2002-12-06,2.6170895099639893
2002-12-09,2.4926393032073975
2002-12-10,2.564535617828369
2002-12-11,2.5546822547912598
2002-12-12,2.5860674381256104
2002-12-13,2.582782506942749
2002-12-16,2.6276731491088867
2002-12-17,2.6251180171966553
2002-12-18,2.6273066997528076
2002-12-19,2.6440963745117188
2002-12-20,2.6897149085998535
2002-12-23,2.7612459659576416
2002-12-24,2.7061381340026855
2002-12-26,2.7477431297302246
2002-12-27,2.725844144821167
2002-12-30,2.7138020992279053
2002-12-31,2.63606595993042
2003-01-02,2.636796474456787
2003-01-03,2.619642972946167
2003-01-06,2.6221985816955566
2003-01-07,2.4470202922821045
2003-01-08,2.355780601501465
2003-01-09,2.347752571105957
2003-01-10,2.279505729675293
2003-01-13,2.2608940601348877
2003-01-14,2.2422807216644287
2003-01-15,2.2430100440979004
2003-01-16,2.243375778198242
2003-01-17,2.194836139678955
2003-01-21,2.1594367027282715
2003-01-22,2.1247642040252686
2003-01-23,2.142282247543335
2003-01-24,2.1108970642089844
2003-01-27,2.054694175720215
2003-01-28,2.061993360519409
2003-01-29,2.0802409648895264
2003-01-30,2.144109010696411
2003-01-31,2.1995811462402344
2003-02-03,2.2820606231689453
2003-02-04,2.2149085998535156
2003-02-05,2.2149085998535156
2003-02-06,2.280235528945923
2003-02-07,2.375124454498291
2003-02-10,2.375854730606079
2003-02-11,2.4086997509002686
2003-02-12,2.3678247928619385
2003-02-13,2.3992109298706055
2003-02-14,2.455049753189087
2003-02-18,2.481689691543579
2003-02-19,2.477311134338379
2003-02-20,2.455049753189087
2003-02-21,2.487164258956909
2003-02-24,2.494098663330078
2003-02-25,2.5513970851898193
2003-02-26,2.540813684463501
2003-02-27,2.5295000076293945
2003-02-28,2.561980724334717
2003-03-03,2.5656309127807617
2003-03-04,2.555046319961548
2003-03-05,2.546288251876831
2003-03-06,2.5638058185577393
2003-03-07,2.538623332977295
2003-03-10,2.4776759147644043
2003-03-11,2.4627134799957275
2003-03-12,2.3992109298706055
2003-03-13,2.279505729675293
2003-03-14,2.3276803493499756
2003-03-17,2.350306987762451
2003-03-18,2.3773138523101807
2003-03-19,2.33351993560791
2003-03-20,2.343007802963257
2003-03-21,2.3638105392456055
2003-03-24,2.4229331016540527
2003-03-25,2.481689691543579
2003-03-26,2.5046825408935547
2003-03-27,2.4853403568267822
2003-03-28,2.43972110748291
2003-03-31,2.4565086364746094
2003-04-01,2.406144857406616
2003-04-02,2.4076054096221924
2003-04-03,2.496288776397705
2003-04-04,2.483150005340576
2003-04-07,2.4579684734344482
2003-04-08,2.4743916988372803
2003-04-09,2.4196481704711914
2003-04-10,2.137174606323242
2003-04-11,2.073672294616699
2003-04-14,2.0802409648895264
2003-04-15,2.1667349338531494
2003-04-16,2.207244634628296
2003-04-17,2.2554190158843994
2003-04-21,2.254324197769165
2003-04-22,2.177682876586914
2003-04-23,2.1634507179260254
2003-04-24,2.1273205280303955
2003-04-25,2.0802409648895264
2003-04-28,2.045205593109131
2003-04-29,2.040825605392456
2003-04-30,1.9663749933242798
2003-05-01,1.9149162769317627
2003-05-02,2.003600597381592
2003-05-05,2.04410982131958
2003-05-06,2.0375406742095947
2003-05-07,2.041919708251953
2003-05-08,1.9860824346542358
2003-05-09,2.0178346633911133
2003-05-12,1.9882724285125732
2003-05-13,2.0178346633911133
2003-05-14,2.0616278648376465
2003-05-15,2.2784109115600586
2003-05-16,2.3003082275390625
2003-05-19,2.1952004432678223
2003-05-20,2.1995811462402344
2003-05-21,2.2192885875701904
2003-05-22,2.243375778198242
2003-05-23,2.243375778198242
2003-05-27,2.287169933319092
2003-05-28,2.2630834579467773
2003-05-29,2.2827908992767334
2003-05-30,2.2718424797058105
2003-06-02,2.1667349338531494
2003-06-03,2.1525018215179443
2003-06-04,2.4054152965545654
2003-06-05,2.403226613998413
2003-06-06,2.5170915126800537
2003-06-09,2.5170915126800537
2003-06-10,2.617819309234619
2003-06-11,2.6419060230255127
2003-06-12,2.6802260875701904
2003-06-13,2.6550443172454834
2003-06-16,2.709787130355835
2003-06-17,2.7141671180725098
2003-06-18,2.70102858543396
2003-06-19,2.6090593338012695
2003-06-20,2.5992062091827393
2003-06-23,2.512712001800537
2003-06-24,2.5072381496429443
2003-06-25,2.5521273612976074
2003-06-26,2.759056329727173
2003-06-27,2.7360641956329346
2003-06-30,2.670372486114502
2003-07-01,2.7448232173919678
2003-07-02,2.8411710262298584
2003-07-03,2.8904402256011963
2003-07-07,2.9889776706695557
2003-07-08,3.064523458480835
2003-07-09,3.0218231678009033
2003-07-10,3.1017487049102783
2003-07-11,3.1137919425964355
2003-07-14,3.23970103263855
2003-07-15,3.1378793716430664
2003-07-16,3.1324052810668945
2003-07-17,3.0327727794647217
2003-07-18,3.014159917831421
