Date,SPY,QQQ,IWM,RSP,HYG,LQD,TLT,^VIX,^VIX3M
2009-01-27,61.65757369995117,25.280874252319336,35.872066497802734,19.746301651000977,25.92937469482422,51.59577941894531,65.2960433959961,42.25,45.18000030517578
2009-01-28,63.743736267089844,26.168987274169922,37.35028076171875,20.54935646057129,26.84869384765625,52.00534439086914,63.664527893066406,39.65999984741211,42.20000076293945
2009-01-29,61.67216873168945,25.505054473876953,35.88787078857422,19.746301651000977,26.181047439575195,51.38325500488281,62.20035171508789,42.630001068115234,43.529998779296875
2009-01-30,60.4176025390625,25.056690216064453,35.1606330871582,19.123363494873047,26.299894332885742,51.746150970458984,62.003143310546875,44.84000015258789,44.599998474121094
2009-02-02,60.235225677490234,25.35846710205078,35.44520568847656,19.078332901000977,25.73954963684082,51.49659729003906,63.1567497253418,45.52000045776367,43.90999984741211
2009-02-03,61.08135223388672,25.755109786987305,35.69816589355469,19.3935489654541,25.78546714782715,51.32468032836914,61.652591705322266,43.060001373291016,42.2400016784668
2009-02-04,60.78230285644531,25.789588928222656,35.437294006347656,19.288480758666992,25.76426124572754,51.34552764892578,61.43688201904297,43.849998474121094,42.130001068115234
2009-02-05,61.686790466308594,26.358671188354492,35.848350524902344,19.671247482299805,25.552444458007812,50.89752197265625,61.49078369140625,43.72999954223633,42.599998474121094
2009-02-06,63.444671630859375,27.0484676361084,37.12101745605469,20.27166748046875,26.067920684814453,51.19963836669922,61.29901123046875,43.369998931884766,43.380001068115234
2009-02-09,63.53218078613281,27.16055679321289,36.95502853393555,20.309186935424805,26.26917839050293,51.293426513671875,61.49677658081055,43.63999938964844,43.43000030517578
2009-02-10,60.621803283691406,26.160358428955078,35.247581481933594,19.22843360900879,26.09615135192871,51.54351806640625,62.8331298828125,46.66999816894531,46.060001373291016
2009-02-11,60.97922134399414,26.039644241333008,35.38197708129883,19.40105628967285,26.036149978637695,51.720638275146484,63.648155212402344,44.529998779296875,45.06999969482422
2009-02-12,61.023014068603516,26.358671188354492,35.68235397338867,19.49111557006836,25.954944610595703,51.76229476928711,63.048828125,41.25,42.65999984741211
2009-02-13,60.36652374267578,26.23796272277832,35.31082534790039,19.29598617553711,26.057331085205078,51.366363525390625,61.37092971801758,42.93000030517578,42.470001220703125
2009-02-17,57.784420013427734,25.194650650024414,33.91166305541992,18.29778480529785,25.393558502197266,51.64767074584961,63.2825927734375,48.65999984741211,46.0
2009-02-18,57.645816802978516,25.211898803710938,33.429481506347656,18.162689208984375,25.241716384887695,51.39241027832031,62.74326705932617,48.459999084472656,46.970001220703125
2009-02-19,57.02579879760742,24.823883056640625,32.963104248046875,17.915016174316406,25.368824005126953,50.970428466796875,61.67656326293945,47.08000183105469,45.630001068115234
2009-02-20,56.47144317626953,24.892860412597656,32.520416259765625,17.757410049438477,24.998090744018555,50.75681686401367,62.275840759277344,49.29999923706055,47.029998779296875
2009-02-23,54.450958251953125,24.02199935913086,31.27147102355957,17.066923141479492,24.369596481323242,50.584922790527344,62.85111999511719,52.619998931884766,50.43000030517578
2009-02-24,56.51520919799805,24.815265655517578,32.425567626953125,17.839967727661133,24.715633392333984,50.402610778808594,62.78519821166992,45.4900016784668,45.11000061035156
2009-02-25,56.07027053833008,24.651430130004883,31.753662109375,17.629817962646484,24.595582962036133,49.71491622924805,62.06008529663086,44.66999816894531,44.400001525878906
2009-02-26,55.15850830078125,23.961647033691406,31.16078758239746,17.292081832885742,24.108312606811523,49.397125244140625,61.40687942504883,44.65999984741211,44.18000030517578
2009-02-27,53.92577362060547,23.737457275390625,30.94737434387207,16.97686004638672,23.74466323852539,49.05330276489258,61.05330276489258,46.349998474121094,45.209999084472656
2009-03-02,51.496822357177734,22.97006607055664,29.200403213500977,16.053722381591797,23.251781463623047,49.059600830078125,62.0640869140625,52.650001525878906,48.66999816894531
2009-03-03,51.1102294921875,22.952829360961914,28.647052764892578,15.888607025146484,23.344572067260742,48.792518615722656,61.649444580078125,50.93000030517578,48.5099983215332
2009-03-04,52.32106018066406,23.565013885498047,29.239931106567383,16.383949279785156,23.341005325317383,48.77680969238281,61.367027282714844,47.560001373291016,44.720001220703125
2009-03-05,50.18387222290039,22.857973098754883,27.68267822265625,15.633420944213867,22.23462677001953,48.64592742919922,63.0736198425293,50.16999816894531,46.70000076293945
2009-03-06,50.27140426635742,22.676898956298828,27.824966430664062,15.565877914428711,22.127565383911133,48.75065612792969,62.65299606323242,49.33000183105469,46.47999954223633
2009-03-09,49.68058395385742,22.194053649902344,27.184669494628906,15.453291893005371,21.99908447265625,47.41012954711914,62.28644943237305,49.68000030517578,46.529998779296875
2009-03-10,52.64201354980469,23.565013885498047,28.955350875854492,16.534053802490234,23.08761978149414,48.09611511230469,61.090572357177734,44.369998931884766,42.40999984741211
2009-03-11,52.984832763671875,23.927156448364258,28.994863510131836,16.624109268188477,23.45521354675293,48.11180114746094,61.7515983581543,43.61000061035156,42.5
2009-03-12,55.07095718383789,24.720422744750977,30.797191619873047,17.292081832885742,23.844234466552734,48.06990432739258,62.04603576660156,41.18000030517578,40.70000076293945
2009-03-13,55.5013313293457,24.7807674407959,31.121267318725586,17.487220764160156,23.89776039123535,48.515018463134766,61.733604431152344,42.36000061035156,41.83000183105469
2009-03-16,55.33354187011719,24.36690330505371,30.56003189086914,17.367128372192383,24.033382415771484,48.58308029174805,60.76005935668945,43.7400016784668,42.2400016784668
2009-03-17,57.02579879760742,25.28949737548828,31.97498321533203,17.967557907104492,23.89776039123535,48.45220947265625,60.42951965332031,40.79999923706055,39.97999954223633
2009-03-18,58.30229187011719,25.608522415161133,33.0816650390625,18.620513916015625,24.447391510009766,49.48372268676758,62.71910858154297,40.060001373291016,39.900001525878906
2009-03-19,57.580162048339844,25.59128189086914,32.7338752746582,18.44788932800293,24.233243942260742,49.58848571777344,62.79719543457031,43.68000030517578,43.150001525878906
2009-03-20,56.35403060913086,25.201772689819336,31.60346794128418,17.884244918823242,24.186857223510742,49.08576965332031,62.448699951171875,45.88999938964844,46.279998779296875
2009-03-23,60.40190124511719,26.687274932861328,34.291114807128906,19.372705459594727,24.686508178710938,49.23765182495117,61.90789794921875,43.22999954223633,42.33000183105469
2009-03-24,59.21175765991211,26.194976806640625,32.959556579589844,18.95714569091797,24.73290252685547,48.75065612792969,62.49679183959961,42.93000030517578,43.63999938964844
2009-03-25,59.83622360229492,26.31589698791504,33.887447357177734,19.16869354248047,24.864953994750977,48.515018463134766,61.6554069519043,42.25,41.900001525878906
2009-03-26,61.05570983886719,27.127731323242188,35.19598388671875,19.780715942382812,25.25037956237793,48.76637268066406,62.370548248291016,40.36000061035156,40.68000030517578
2009-03-27,59.953765869140625,26.618175506591797,34.01433563232422,19.36514663696289,24.993417739868164,48.91820526123047,62.833251953125,41.040000915527344,42.09000015258789
2009-03-30,57.88206100463867,25.9617919921875,33.038848876953125,18.47357940673828,23.822811126708984,48.881568908691406,63.0736198425293,45.540000915527344,44.9900016784668
2009-03-31,58.41835403442383,26.186349868774414,33.34816360473633,18.715360641479492,24.19754981994629,49.28476333618164,63.52438735961914,44.13999938964844,44.59000015258789
2009-04-01,59.54973220825195,26.574996948242188,33.927085876464844,19.11581039428711,24.235855102539062,49.21051788330078,64.10408020019531,42.279998779296875,43.029998779296875
2009-04-02,61.29079055786133,27.430025100708008,35.62422561645508,19.954492568969727,25.11714744567871,49.22634506225586,63.32062911987305,42.040000915527344,42.2400016784668
2009-04-03,61.900569915771484,27.93958854675293,36.18730545043945,20.339828491210938,25.471101760864258,48.92087936401367,62.02499771118164,39.70000076293945,41.06999969482422
2009-04-06,61.415687561035156,27.870494842529297,35.5687141418457,20.045150756835938,25.388029098510742,48.89459228515625,61.75980758666992,40.93000030517578,41.16999816894531
2009-04-07,59.98316955566406,27.136371612548828,34.30776596069336,19.440706253051758,25.095460891723633,48.873504638671875,61.91650390625,40.38999938964844,41.66999816894531
2009-04-08,60.62963104248047,27.594118118286133,34.94221496582031,19.841150283813477,25.391632080078125,49.36322021484375,62.46491241455078,38.849998474121094,40.20000076293945
2009-04-09,63.03922653198242,28.44915199279785,36.988285064697266,21.042499542236328,26.114044189453125,49.69493103027344,61.68144607543945,36.529998779296875,38.529998779296875
2009-04-13,63.0539665222168,28.40595245361328,37.00415802001953,21.102947235107422,26.095970153808594,50.174102783203125,62.24791717529297,37.810001373291016,38.54999923706055
2009-04-14,61.966697692871094,28.060516357421875,35.93353271484375,20.558944702148438,25.962312698364258,50.305728912353516,62.57334899902344,37.66999816894531,38.689998626708984
2009-04-15,62.627872467041016,27.982776641845703,36.48074722290039,20.936721801757812,26.182655334472656,50.69535446166992,62.46491241455078,36.16999816894531,37.970001220703125
2009-04-16,63.54613494873047,28.708251953125,37.5355110168457,21.42028045654297,26.59800910949707,50.91123962402344,61.9707145690918,35.790000915527344,36.959999084472656
2009-04-17,63.97223663330078,28.768705368041992,37.86859130859375,21.76028823852539,27.179542541503906,50.84807586669922,61.28975296020508,33.939998626708984,36.59000015258789
2009-04-20,61.29079055786133,27.844581604003906,35.92560958862305,20.513599395751953,26.186264038085938,50.56900405883789,62.21784591674805,39.18000030517578,39.40999984741211
2009-04-21,62.488250732421875,28.23322868347168,37.170692443847656,21.11806297302246,26.48242950439453,50.726966857910156,61.60310363769531,37.13999938964844,37.779998779296875
2009-04-22,62.106239318847656,28.319602966308594,37.16276168823242,21.16339111328125,26.608856201171875,50.60061264038086,61.22941589355469,38.099998474121094,38.5
2009-04-23,62.71600341796875,28.595972061157227,37.075538635253906,21.405176162719727,26.579971313476562,50.55845642089844,61.22340774536133,37.150001525878906,37.97999954223633
2009-04-24,63.663673400878906,29.096900939941406,37.7655029296875,21.918970108032227,26.991727828979492,50.6690559387207,60.60873031616211,36.81999969482422,37.810001373291016
2009-04-27,63.061302185058594,29.131444931030273,37.36103439331055,21.51850128173828,26.77863121032715,50.605831146240234,60.86784744262695,38.31999969482422,38.630001068115234
2009-04-28,62.862937927246094,28.915544509887695,37.41655731201172,21.42784881591797,26.83642578125,50.442626953125,59.87350845336914,37.95000076293945,38.400001525878906
2009-04-29,64.19996643066406,29.312808990478516,38.83614730834961,22.10029411315918,27.33484649658203,50.6848030090332,59.343135833740234,36.08000183105469,36.4900016784668
2009-04-30,64.22200012207031,29.60645866394043,38.479251861572266,22.2136287689209,27.54796028137207,50.65324783325195,59.10809326171875,36.5,36.72999954223633
2009-05-01,64.56729125976562,29.684194564819336,38.7171745300293,22.326963424682617,27.504636764526367,50.779197692871094,58.7012939453125,35.29999923706055,35.84000015258789
2009-05-04,66.76383972167969,30.271499633789062,40.128822326660156,23.36964988708496,27.439104080200195,50.90087890625,58.894737243652344,34.529998779296875,34.79999923706055
2009-05-05,66.53612518310547,30.245567321777344,39.93054962158203,23.339418411254883,27.67572593688965,51.06490707397461,58.82219314575195,33.36000061035156,34.18000030517578
2009-05-06,67.6894760131836,30.254209518432617,40.041595458984375,23.792760848999023,27.9050350189209,51.29240036010742,58.68320846557617,32.45000076293945,33.36000061035156
2009-05-07,66.74916076660156,29.546010971069336,39.09783935546875,23.248750686645508,27.446395874023438,50.800331115722656,57.250511169433594,33.439998626708984,34.040000915527344
2009-05-08,68.30657196044922,29.563278198242188,40.45397186279297,24.215879440307617,27.937801361083984,51.12306213378906,57.38957214355469,32.04999923706055,32.81999969482422
2009-05-11,67.0282974243164,29.66691780090332,39.85917663574219,23.505647659301758,27.792205810546875,51.27650833129883,58.20565414428711,32.869998931884766,33.38999938964844
2009-05-12,66.83000183105469,29.304182052612305,39.29611587524414,23.158084869384766,27.90140724182129,51.41941452026367,58.41718673706055,31.799999237060547,32.77000045776367
2009-05-13,65.14762878417969,28.518251419067383,37.495853424072266,22.13806915283203,27.537403106689453,51.32419967651367,59.05189514160156,33.650001525878906,33.83000183105469
2009-05-14,65.70598602294922,28.837797164916992,38.01926803588867,22.55363655090332,27.24618911743164,51.4405632019043,59.281585693359375,31.3700008392334,32.25
2009-05-15,65.169677734375,28.820520401000977,37.876529693603516,22.236299514770508,26.863981246948242,51.42998504638672,59.263492584228516,33.119998931884766,33.220001220703125
2009-05-18,67.02098083496094,29.571928024291992,39.145423889160156,23.188304901123047,27.43547821044922,51.35590744018555,58.34465789794922,30.239999771118164,31.229999542236328
2009-05-19,66.9401626586914,29.710105895996094,39.16128158569336,23.233644485473633,27.61747169494629,51.562259674072266,58.03639602661133,28.799999237060547,30.420000076293945
2009-05-20,66.49203491210938,29.60645866394043,38.79646301269531,23.074970245361328,28.025157928466797,51.85856246948242,58.64687728881836,29.030000686645508,30.739999771118164
2009-05-21,65.53703308105469,29.062353134155273,38.29685592651367,22.61407470703125,27.664819717407227,51.3294563293457,57.17190933227539,31.350000381469727,32.38999938964844
2009-05-22,65.39743041992188,28.967342376708984,37.90031814575195,22.568748474121094,28.047021865844727,51.26069259643555,56.5372200012207,32.630001068115234,33.040000915527344
2009-05-26,67.07238006591797,30.046939849853516,39.70849609375,23.28653907775879,27.97418975830078,51.23949432373047,55.68492126464844,30.6200008392334,31.530000686645508
2009-05-27,65.87494659423828,29.839651107788086,38.93922805786133,22.81808090209961,28.025157928466797,50.88502883911133,54.69962692260742,32.36000061035156,32.470001220703125
2009-05-28,66.79325866699219,30.185123443603516,38.98680877685547,23.14297103881836,28.12343978881836,51.07552719116211,55.49150848388672,31.670000076293945,32.04999923706055
2009-05-29,67.97599792480469,30.556495666503906,39.787803649902344,23.64920425415039,28.334577560424805,51.826820373535156,56.92409896850586,28.920000076293945,30.43000030517578
2009-06-01,69.62161254882812,31.428800582885742,41.342193603515625,24.502988815307617,29.005043029785156,51.809791564941406,55.24121856689453,30.040000915527344,30.600000381469727
2009-06-02,69.68038940429688,31.47197914123535,41.857669830322266,24.502988815307617,28.9205379486084,52.192691802978516,55.53837966918945,29.6299991607666,30.579999923706055
2009-06-03,68.7988052368164,31.376970291137695,41.580108642578125,23.966541290283203,28.755224227905273,52.458587646484375,56.0599250793457,31.020000457763672,32.189998626708984
2009-06-04,69.44529724121094,31.731081008911133,42.17490768432617,24.457651138305664,28.843402862548828,52.229881286621094,54.90159606933594,30.18000030517578,31.579999923706055
2009-06-05,69.45994567871094,31.7656307220459,42.190773010253906,24.450103759765625,28.93524932861328,51.9533805847168,54.483177185058594,29.6200008392334,31.600000381469727
2009-06-08,69.1734619140625,31.670616149902344,41.69113540649414,24.155433654785156,28.98670196533203,51.84703063964844,54.34368133544922,29.770000457763672,31.770000457763672
2009-06-09,69.52609252929688,31.912439346313477,41.88148880004883,24.397216796875,29.041786193847656,52.24053955078125,54.337623596191406,28.270000457763672,30.670000076293945
2009-06-10,69.34978485107422,31.800168991088867,41.714935302734375,24.66166114807129,29.078535079956055,52.08631896972656,53.482513427734375,28.459999084472656,30.610000610351562
2009-06-11,69.65833282470703,31.800168991088867,41.73078918457031,24.42744255065918,29.1446590423584,52.267147064208984,54.07687759399414,28.110000610351562,29.93000030517578
2009-06-12,69.84933471679688,31.653335571289062,41.857669830322266,24.41231918334961,29.2952823638916,52.65532684326172,54.562007904052734,28.149999618530273,29.5
2009-06-15,68.24784851074219,31.005598068237305,40.73154830932617,23.686979293823242,28.861751556396484,52.6712760925293,55.053226470947266,30.809999465942383,31.34000015258789
2009-06-16,67.32215118408203,30.703311920166016,40.049503326416016,23.294090270996094,28.586233139038086,52.63937759399414,56.01140213012695,32.68000030517578,32.790000915527344
2009-06-17,67.25607299804688,30.996952056884766,40.26362991333008,23.173198699951172,28.420923233032227,52.70314407348633,55.696022033691406,31.540000915527344,32.88999938964844
2009-06-18,67.74828338623047,30.936511993408203,40.446044921875,23.248750686645508,28.69276237487793,52.03316116333008,54.85309982299805,30.030000686645508,31.510000228881836
2009-06-19,67.99797058105469,31.268573760986328,40.691898345947266,23.419389724731445,28.722156524658203,52.42661666870117,55.60508346557617,27.989999771118164,30.639999389648438
2009-06-22,65.95892333984375,30.33465576171875,39.248531341552734,22.585153579711914,28.332714080810547,52.61811065673828,56.14480972290039,31.170000076293945,33.0099983215332
2009-06-23,66.0106430053711,30.265480041503906,38.93128967285156,22.577564239501953,28.380489349365234,53.043521881103516,56.80582809448242,30.579999923706055,32.41999816894531
2009-06-24,66.57955169677734,30.775657653808594,39.35160827636719,22.835430145263672,28.52376937866211,52.95841598510742,56.235816955566406,29.049999237060547,31.06999969482422
2009-06-25,68.02754974365234,31.38096809387207,40.48570251464844,23.411806106567383,28.795631408691406,53.373207092285156,57.26677703857422,26.360000610351562,29.40999984741211
2009-06-26,67.8502197265625,31.450143814086914,40.62843322753906,23.328386306762695,28.78828239440918,53.3997917175293,57.36375427246094,25.93000030517578,29.280000686645508
2009-06-29,68.48558044433594,31.51934051513672,40.62843322753906,23.57107162475586,29.14834213256836,53.34130096435547,57.44867706298828,25.350000381469727,28.200000762939453
2009-06-30,67.93148040771484,31.458782196044922,40.50947189331055,23.366310119628906,29.284263610839844,53.32536697387695,57.3516731262207,26.350000381469727,28.760000228881836
2009-07-01,68.21224975585938,31.47611427307129,41.135990142822266,23.51798439025879,29.356563568115234,53.2531852722168,57.23787307739258,26.219999313354492,28.959999084472656
2009-07-02,66.35050964355469,30.78429412841797,39.72019577026367,22.767169952392578,28.844928741455078,53.25852584838867,57.37175750732422,27.950000762939453,30.530000686645508
2009-07-06,66.34310913085938,30.620006561279297,39.370052337646484,22.69891357421875,28.414852142333984,53.386714935302734,57.26226043701172,29.0,30.790000915527344
2009-07-07,65.05760955810547,29.859058380126953,38.51850509643555,22.16803741455078,28.018150329589844,53.173065185546875,57.64548110961914,30.850000381469727,32.09000015258789
2009-07-08,65.0132827758789,30.014707565307617,38.25586700439453,22.084611892700195,28.18868637084961,53.65919494628906,58.710205078125,31.299999237060547,32.41999816894531
2009-07-09,65.13885498046875,30.066587448120117,38.09668731689453,22.2590389251709,28.59278106689453,53.680538177490234,58.01058578491211,29.780000686645508,31.670000076293945
2009-07-10,64.9837417602539,30.196300506591797,38.27973175048828,22.18320083618164,28.37406349182129,53.89418029785156,58.54591369628906,29.020000457763672,31.709999084472656
2009-07-13,66.56474304199219,30.775657653808594,39.20292663574219,22.69891357421875,28.43708610534668,53.86215591430664,58.21741485595703,26.309999465942383,30.100000381469727
2009-07-14,66.94152069091797,30.888078689575195,39.43370819091797,22.94160270690918,28.54831314086914,53.744632720947266,57.25007629394531,25.020000457763672,29.579999923706055
2009-07-15,68.89929962158203,31.92576789855957,40.95375061035156,23.669668197631836,29.178598403930664,53.24789047241211,55.7777214050293,25.889999389648438,29.110000610351562
2009-07-16,68.78849792480469,32.30623245239258,41.46308135986328,23.935100555419922,29.2675838470459,53.616451263427734,56.38004684448242,25.420000076293945,28.610000610351562
2009-07-17,69.54206848144531,32.47917938232422,41.303924560546875,23.882020950317383,29.29353904724121,53.45087814331055,55.51008605957031,24.34000015258789,28.649999618530273
2009-07-20,70.28081512451172,32.79048538208008,41.813262939453125,24.268802642822266,29.70137596130371,53.66987228393555,55.80210876464844,24.399999618530273,27.59000015258789
2009-07-21,70.60588073730469,33.01530838012695,41.741634368896484,24.253639221191406,29.84595489501953,54.4283447265625,56.91543960571289,23.8700008392334,27.440000534057617
2009-07-22,70.59112548828125,33.29201889038086,42.06793975830078,24.329471588134766,29.883031845092773,54.284122467041016,56.404396057128906,23.469999313354492,27.219999313354492
2009-07-23,72.14998626708984,34.02703857421875,43.396968841552734,25.012046813964844,30.187053680419922,54.19328308105469,55.37006378173828,23.43000030517578,26.959999084472656
2009-07-24,72.4454574584961,33.767635345458984,43.61981201171875,25.201635360717773,30.365039825439453,54.34286880493164,55.63780975341797,23.09000015258789,26.3700008392334
2009-07-27,72.65975189208984,34.02703857421875,43.8426399230957,25.36849021911621,30.420650482177734,54.22004318237305,54.999000549316406,24.280000686645508,26.989999771118164
2009-07-28,72.31991577148438,33.793582916259766,43.86651611328125,25.277467727661133,30.454008102416992,54.4283447265625,55.48573303222656,25.010000228881836,27.959999084472656
2009-07-29,72.142578125,34.01838684082031,43.6436882019043,25.110624313354492,30.557817459106445,54.7701416015625,55.78990936279297,25.610000610351562,28.420000076293945
2009-07-30,72.8961410522461,34.217281341552734,44.40769577026367,25.50499725341797,30.80994415283203,55.069271087646484,56.580810546875,25.399999618530273,28.190000534057617
2009-07-31,72.99955749511719,34.11351013183594,44.224639892578125,25.512575149536133,31.31044578552246,55.79571533203125,57.682010650634766,25.920000076293945,28.399999618530273
2009-08-03,74.20381927490234,34.623695373535156,44.996612548828125,26.05103874206543,31.369924545288086,55.27623748779297,56.80790328979492,25.559999465942383,27.709999084472656
2009-08-04,74.39588928222656,34.623695373535156,45.45023727416992,26.210304260253906,31.302614212036133,54.99715042114258,56.35612106323242,24.889999389648438,27.219999313354492
2009-08-05,74.181640625,34.35564041137695,44.996612548828125,26.164806365966797,31.201631546020508,55.00787353515625,55.51375961303711,24.899999618530273,27.170000076293945
2009-08-06,73.79745483398438,34.05299758911133,44.367889404296875,26.028297424316406,30.954891204833984,54.85763168334961,55.702938079833984,25.670000076293945,27.979999542236328
2009-08-07,74.76528930664062,34.48536682128906,45.434326171875,26.627422332763672,31.17174530029297,54.846866607666016,55.23900604248047,24.760000228881836,27.110000610351562
2009-08-10,74.61011505126953,34.243228912353516,45.51390075683594,26.48332405090332,31.31380844116211,55.01860809326172,55.92882537841797,24.989999771118164,27.059999465942383
2009-08-11,73.67925262451172,33.949214935302734,44.7817268371582,26.12687873840332,31.239017486572266,55.30304718017578,56.57593536376953,25.989999771118164,28.100000381469727
2009-08-12,74.46977233886719,34.47670364379883,45.45819854736328,26.490907669067383,31.16050148010254,54.82002639770508,55.971561431884766,25.450000762939453,27.739999771118164
2009-08-13,75.03861236572266,34.66694641113281,45.83222961425781,26.756357192993164,30.764211654663086,55.351356506347656,56.7651252746582,24.709999084472656,27.280000686645508
2009-08-14,74.46238708496094,34.2691535949707,44.89314270019531,26.407487869262695,30.610891342163086,55.34062194824219,56.98490905761719,24.270000457763672,27.110000610351562
2009-08-17,72.63018035888672,33.27472686767578,43.62776565551758,25.66425132751465,29.863075256347656,55.431880950927734,57.827293395996094,27.889999389648438,29.93000030517578
2009-08-18,73.20643615722656,33.750328063964844,44.20872116088867,25.96761703491211,30.37908363342285,55.292293548583984,57.49156188964844,26.18000030517578,28.899999618530273
2009-08-19,73.84920501708984,33.98379898071289,44.74990463256836,26.149633407592773,30.502458572387695,55.46940612792969,57.967735290527344,26.260000228881836,28.479999542236328
2009-08-20,74.61011505126953,34.38156509399414,45.235347747802734,26.45299530029297,30.408985137939453,55.73240280151367,58.4438362121582,25.09000015258789,28.290000915527344
2009-08-21,76.07294464111328,34.83989334106445,46.277915954589844,27.01420783996582,30.824016571044922,55.48017883300781,57.24128723144531,25.010000228881836,27.770000457763672
2009-08-24,76.0655288696289,34.8052864074707,46.262001037597656,26.938364028930664,30.663232803344727,55.76459884643555,58.27902603149414,25.139999389648438,28.15999984741211
2009-08-25,76.21328735351562,34.909061431884766,46.46094512939453,27.09006118774414,30.659507751464844,55.8612174987793,58.6086311340332,24.920000076293945,28.15999984741211
2009-08-26,76.22066497802734,34.84852981567383,46.56440353393555,27.17346954345703,30.779157638549805,56.23147201538086,58.877254486083984,24.950000762939453,28.360000610351562
2009-08-27,76.39059448242188,34.93500900268555,46.492774963378906,27.21897315979004,30.622140884399414,55.97384262084961,58.645301818847656,24.68000030517578,28.40999984741211
2009-08-28,76.37583923339844,34.96959686279297,46.19833755493164,27.317567825317383,30.775402069091797,56.25299072265625,58.91392517089844,24.760000228881836,28.5
2009-08-31,75.6961669921875,34.61505889892578,45.521854400634766,26.953536987304688,30.779157638549805,56.526634216308594,58.968780517578125,26.010000228881836,29.170000076293945
2009-09-01,74.02650451660156,33.966514587402344,44.5031852722168,26.217878341674805,30.489910125732422,56.24301528930664,58.826168060302734,29.149999618530273,30.8799991607666
2009-09-02,73.74578094482422,33.94057083129883,44.28034973144531,26.088960647583008,30.327720642089844,56.41019058227539,59.6834716796875,28.899999618530273,31.040000915527344
2009-09-03,74.35896301269531,34.1654052734375,44.773765563964844,26.460567474365234,30.523834228515625,56.50722122192383,59.316078186035156,27.100000381469727,29.600000381469727
2009-09-04,75.400634765625,34.900413513183594,45.40248489379883,26.771512985229492,30.757671356201172,56.54494857788086,58.30562973022461,25.260000228881836,28.479999542236328
2009-09-08,76.05076599121094,35.22901153564453,45.90385437011719,27.082460403442383,31.195114135742188,56.399375915527344,57.895267486572266,25.6200008392334,28.209999084472656
2009-09-09,76.63436889648438,35.53167724609375,46.691734313964844,27.446495056152344,30.900951385498047,56.3831672668457,57.82793045043945,24.31999969482422,27.290000915527344
2009-09-10,77.41754150390625,35.86891174316406,47.27271270751953,27.810523986816406,31.3798770904541,56.7552375793457,58.89352798461914,23.549999237060547,26.510000228881836
2009-09-11,77.40275573730469,35.90351486206055,47.288612365722656,27.83327865600586,31.677820205688477,57.26747131347656,59.218109130859375,24.149999618530273,26.559999465942383
2009-09-14,77.779541015625,36.0418701171875,47.78998947143555,28.07598114013672,31.715530395507812,56.97629165649414,58.63015365600586,23.860000610351562,26.40999984741211
2009-09-15,78.10457611083984,36.1542854309082,48.1799430847168,28.333818435668945,31.941795349121094,56.9439697265625,58.330162048339844,23.420000076293945,26.329999923706055
